N,d,l,o,r,m,estimate,target
500,4,1.75,1.4142135623730951,35,Sfit,0.3659845215972034,0.0
1000,4,1.75,1.4142135623730951,35,Sfit,-0.014704532759824739,0.0
500,1,0.75,1.0,36,Sfit,-0.004173987881064968,0.0
1000,1,0.75,1.0,36,Sfit,-0.0627790185340565,0.0
500,2,0.75,1.0,36,Sfit,0.14643701534922263,0.0
1000,2,0.75,1.0,36,Sfit,0.031887013882813384,0.0
500,3,0.75,1.0,36,Sfit,-0.08902477136611861,0.0
1000,3,0.75,1.0,36,Sfit,0.14977109521334067,0.0
500,4,0.75,1.0,36,Sfit,0.0123215781945318,0.0
1000,4,0.75,1.0,36,Sfit,0.051625582897136854,0.0
500,1,1.75,1.0,36,Sfit,0.13741245260163096,0.0
1000,1,1.75,1.0,36,Sfit,0.07524228633992402,0.0
500,2,1.75,1.0,36,Sfit,-0.10763275234712077,0.0
1000,2,1.75,1.0,36,Sfit,-0.0889000725056537,0.0
500,3,1.75,1.0,36,Sfit,0.15445520647703714,0.0
1000,3,1.75,1.0,36,Sfit,0.025758022038563512,0.0
500,4,1.75,1.0,36,Sfit,0.2834607062914449,0.0
1000,4,1.75,1.0,36,Sfit,0.022909443805306847,0.0
500,1,0.75,1.4142135623730951,36,Sfit,-0.18686856975476512,0.0
1000,1,0.75,1.4142135623730951,36,Sfit,-0.009492423107976416,0.0
500,2,0.75,1.4142135623730951,36,Sfit,-0.07593554863649295,0.0
1000,2,0.75,1.4142135623730951,36,Sfit,0.05696045678380768,0.0
500,3,0.75,1.4142135623730951,36,Sfit,0.2815922587826303,0.0
1000,3,0.75,1.4142135623730951,36,Sfit,0.12189537396468829,0.0
500,4,0.75,1.4142135623730951,36,Sfit,-0.13858974800557616,0.0
1000,4,0.75,1.4142135623730951,36,Sfit,-0.15109648882077853,0.0
500,1,1.75,1.4142135623730951,36,Sfit,-0.18249754075891514,0.0
1000,1,1.75,1.4142135623730951,36,Sfit,-0.09361460129069912,0.0
500,2,1.75,1.4142135623730951,36,Sfit,0.2209508605492938,0.0
1000,2,1.75,1.4142135623730951,36,Sfit,0.022107704174229383,0.0
500,3,1.75,1.4142135623730951,36,Sfit,0.0795911541304905,0.0
1000,3,1.75,1.4142135623730951,36,Sfit,0.04771387163807662,0.0
500,4,1.75,1.4142135623730951,36,Sfit,-0.3048093074916715,0.0
1000,4,1.75,1.4142135623730951,36,Sfit,0.0983057454910485,0.0
500,1,0.75,1.0,37,Sfit,-0.0696789226346522,0.0
1000,1,0.75,1.0,37,Sfit,0.03987416692817545,0.0
500,2,0.75,1.0,37,Sfit,-0.07159429318682736,0.0
1000,2,0.75,1.0,37,Sfit,0.12660577854889885,0.0
500,3,0.75,1.0,37,Sfit,0.18539376259246665,0.0
1000,3,0.75,1.0,37,Sfit,0.080337682734145,0.0
500,4,0.75,1.0,37,Sfit,-0.14886855940571875,0.0
1000,4,0.75,1.0,37,Sfit,-0.012314600821289896,0.0
500,1,1.75,1.0,37,Sfit,0.22669330986318498,0.0
1000,1,1.75,1.0,37,Sfit,0.05556467656395469,0.0
500,2,1.75,1.0,37,Sfit,0.15520591219690102,0.0
1000,2,1.75,1.0,37,Sfit,-0.08403903983010505,0.0
500,3,1.75,1.0,37,Sfit,-0.02835970389498249,0.0
1000,3,1.75,1.0,37,Sfit,0.11094101718814592,0.0
500,4,1.75,1.0,37,Sfit,-0.005063553616304544,0.0
1000,4,1.75,1.0,37,Sfit,0.009031005323538666,0.0
500,1,0.75,1.4142135623730951,37,Sfit,0.13921281459665705,0.0
1000,1,0.75,1.4142135623730951,37,Sfit,0.03973594404294191,0.0
500,2,0.75,1.4142135623730951,37,Sfit,0.16843635935469228,0.0
1000,2,0.75,1.4142135623730951,37,Sfit,0.13203757565763755,0.0
500,3,0.75,1.4142135623730951,37,Sfit,0.05918907600352302,0.0
1000,3,0.75,1.4142135623730951,37,Sfit,0.09580854838843594,0.0
500,4,0.75,1.4142135623730951,37,Sfit,0.1443473434863722,0.0
1000,4,0.75,1.4142135623730951,37,Sfit,-0.06576507792486991,0.0
500,1,1.75,1.4142135623730951,37,Sfit,0.09396272311496605,0.0
1000,1,1.75,1.4142135623730951,37,Sfit,0.0017871164149654037,0.0
500,2,1.75,1.4142135623730951,37,Sfit,0.13797174807558155,0.0
1000,2,1.75,1.4142135623730951,37,Sfit,-0.12127023597531703,0.0
500,3,1.75,1.4142135623730951,37,Sfit,0.3136826683808187,0.0
1000,3,1.75,1.4142135623730951,37,Sfit,0.24288448277757277,0.0
500,4,1.75,1.4142135623730951,37,Sfit,-0.08554062683079346,0.0
1000,4,1.75,1.4142135623730951,37,Sfit,-0.038813983803740085,0.0
500,1,0.75,1.0,38,Sfit,-0.09720342341105348,0.0
1000,1,0.75,1.0,38,Sfit,-0.014729072076503601,0.0
500,2,0.75,1.0,38,Sfit,-0.15258044180992364,0.0
1000,2,0.75,1.0,38,Sfit,-0.032893770599720054,0.0
500,3,0.75,1.0,38,Sfit,0.1496865718152933,0.0
1000,3,0.75,1.0,38,Sfit,0.24570239956542828,0.0
500,4,0.75,1.0,38,Sfit,-0.0019279255204938386,0.0
1000,4,0.75,1.0,38,Sfit,0.0577989401436356,0.0
500,1,1.75,1.0,38,Sfit,-0.11140311934176626,0.0
1000,1,1.75,1.0,38,Sfit,-0.007032744337623246,0.0
500,2,1.75,1.0,38,Sfit,0.0881982966670603,0.0
1000,2,1.75,1.0,38,Sfit,0.043764461873948175,0.0
500,3,1.75,1.0,38,Sfit,0.16538604773857907,0.0
1000,3,1.75,1.0,38,Sfit,0.08434857937592241,0.0
500,4,1.75,1.0,38,Sfit,-0.030220267095130024,0.0
1000,4,1.75,1.0,38,Sfit,0.05131769585050801,0.0
500,1,0.75,1.4142135623730951,38,Sfit,-0.040247859059670744,0.0
1000,1,0.75,1.4142135623730951,38,Sfit,0.01642112689619872,0.0
500,2,0.75,1.4142135623730951,38,Sfit,-0.10168713752129384,0.0
1000,2,0.75,1.4142135623730951,38,Sfit,0.010960001811227051,0.0
500,3,0.75,1.4142135623730951,38,Sfit,-0.20411835432377382,0.0
1000,3,0.75,1.4142135623730951,38,Sfit,-0.0004450165579302206,0.0
500,4,0.75,1.4142135623730951,38,Sfit,0.26387185521858747,0.0
1000,4,0.75,1.4142135623730951,38,Sfit,-0.11574990121474688,0.0
500,1,1.75,1.4142135623730951,38,Sfit,0.08317055852819212,0.0
1000,1,1.75,1.4142135623730951,38,Sfit,0.02126957333458431,0.0
500,2,1.75,1.4142135623730951,38,Sfit,-0.05105178298619693,0.0
1000,2,1.75,1.4142135623730951,38,Sfit,0.08320964235930224,0.0
500,3,1.75,1.4142135623730951,38,Sfit,0.2580436355425471,0.0
1000,3,1.75,1.4142135623730951,38,Sfit,0.11423898650086892,0.0
500,4,1.75,1.4142135623730951,38,Sfit,0.2948064213300292,0.0
1000,4,1.75,1.4142135623730951,38,Sfit,-0.06183957850309553,0.0
500,1,0.75,1.0,39,Sfit,-0.047062141069448706,0.0
1000,1,0.75,1.0,39,Sfit,-0.08489054130743398,0.0
500,2,0.75,1.0,39,Sfit,0.25582463490537183,0.0
1000,2,0.75,1.0,39,Sfit,0.03927288191691551,0.0
500,3,0.75,1.0,39,Sfit,0.054270294261767126,0.0
1000,3,0.75,1.0,39,Sfit,0.1688484700804651,0.0
500,4,0.75,1.0,39,Sfit,-0.04629148959310761,0.0
1000,4,0.75,1.0,39,Sfit,0.0506742519126843,0.0
500,1,1.75,1.0,39,Sfit,0.1858722305299805,0.0
1000,1,1.75,1.0,39,Sfit,-0.10159538927176752,0.0
500,2,1.75,1.0,39,Sfit,0.05156982081657593,0.0
1000,2,1.75,1.0,39,Sfit,0.2799181344659751,0.0
500,3,1.75,1.0,39,Sfit,0.5645659438002862,0.0
1000,3,1.75,1.0,39,Sfit,0.1206401114922275,0.0
500,4,1.75,1.0,39,Sfit,-0.03847538631208674,0.0
1000,4,1.75,1.0,39,Sfit,-0.11826198576310569,0.0
500,1,0.75,1.4142135623730951,39,Sfit,-0.027581953328238606,0.0
1000,1,0.75,1.4142135623730951,39,Sfit,-0.07353572963842202,0.0
500,2,0.75,1.4142135623730951,39,Sfit,0.10961976848816869,0.0
1000,2,0.75,1.4142135623730951,39,Sfit,0.07715905548323451,0.0
500,3,0.75,1.4142135623730951,39,Sfit,0.304388498818499,0.0
1000,3,0.75,1.4142135623730951,39,Sfit,0.2384852332632003,0.0
500,4,0.75,1.4142135623730951,39,Sfit,-0.30355776655980116,0.0
1000,4,0.75,1.4142135623730951,39,Sfit,-0.07815424564131108,0.0
500,1,1.75,1.4142135623730951,39,Sfit,0.17571935227606697,0.0
1000,1,1.75,1.4142135623730951,39,Sfit,0.25600616329937476,0.0
500,2,1.75,1.4142135623730951,39,Sfit,0.014846156207778405,0.0
1000,2,1.75,1.4142135623730951,39,Sfit,0.061611540905101334,0.0
500,3,1.75,1.4142135623730951,39,Sfit,0.14132459422736343,0.0
1000,3,1.75,1.4142135623730951,39,Sfit,-0.07728991118463374,0.0
500,4,1.75,1.4142135623730951,39,Sfit,0.1871359967106502,0.0
1000,4,1.75,1.4142135623730951,39,Sfit,0.14354702455025395,0.0
500,1,0.75,1.0,40,Sfit,-0.1253713897139101,0.0
1000,1,0.75,1.0,40,Sfit,-0.01962524619676444,0.0
500,2,0.75,1.0,40,Sfit,-0.05101057628754482,0.0
1000,2,0.75,1.0,40,Sfit,0.07426270530458359,0.0
500,3,0.75,1.0,40,Sfit,0.24913621105101677,0.0
1000,3,0.75,1.0,40,Sfit,0.0690852867579784,0.0
500,4,0.75,1.0,40,Sfit,-0.04198833080033067,0.0
1000,4,0.75,1.0,40,Sfit,-0.15998930208606155,0.0
500,1,1.75,1.0,40,Sfit,0.19236203848236055,0.0
1000,1,1.75,1.0,40,Sfit,-0.022159835242581766,0.0
500,2,1.75,1.0,40,Sfit,0.17262698788840444,0.0
1000,2,1.75,1.0,40,Sfit,-0.03773692883860626,0.0
500,3,1.75,1.0,40,Sfit,0.03261320879500906,0.0
1000,3,1.75,1.0,40,Sfit,0.04355058887905929,0.0
500,4,1.75,1.0,40,Sfit,-0.18040849569413495,0.0
1000,4,1.75,1.0,40,Sfit,0.14405967502782907,0.0
500,1,0.75,1.4142135623730951,40,Sfit,0.06285363210291013,0.0
1000,1,0.75,1.4142135623730951,40,Sfit,0.1043863512679695,0.0
500,2,0.75,1.4142135623730951,40,Sfit,-0.0010593660744891722,0.0
1000,2,0.75,1.4142135623730951,40,Sfit,0.06093271193231147,0.0
500,3,0.75,1.4142135623730951,40,Sfit,-0.012074559643308053,0.0
1000,3,0.75,1.4142135623730951,40,Sfit,0.12272912673804123,0.0
500,4,0.75,1.4142135623730951,40,Sfit,-0.03960729787496449,0.0
1000,4,0.75,1.4142135623730951,40,Sfit,0.040775817945947174,0.0
500,1,1.75,1.4142135623730951,40,Sfit,0.1206184583939392,0.0
1000,1,1.75,1.4142135623730951,40,Sfit,0.15212117518184654,0.0
500,2,1.75,1.4142135623730951,40,Sfit,0.07802402408828187,0.0
1000,2,1.75,1.4142135623730951,40,Sfit,-0.034946173200663164,0.0
500,3,1.75,1.4142135623730951,40,Sfit,0.2716023111613074,0.0
1000,3,1.75,1.4142135623730951,40,Sfit,0.13511545086444532,0.0
500,4,1.75,1.4142135623730951,40,Sfit,-0.03239160830605779,0.0
1000,4,1.75,1.4142135623730951,40,Sfit,0.03868526734097951,0.0
500,1,0.75,1.0,41,Sfit,-0.10826865059730784,0.0
1000,1,0.75,1.0,41,Sfit,-0.05295991340417049,0.0
500,2,0.75,1.0,41,Sfit,0.02619888284142577,0.0
1000,2,0.75,1.0,41,Sfit,0.12422829802065179,0.0
500,3,0.75,1.0,41,Sfit,0.04798193582903615,0.0
1000,3,0.75,1.0,41,Sfit,0.3113095797651079,0.0
500,4,0.75,1.0,41,Sfit,0.14932401947252916,0.0
1000,4,0.75,1.0,41,Sfit,0.00475475520460614,0.0
500,1,1.75,1.0,41,Sfit,-0.17963349952691063,0.0
1000,1,1.75,1.0,41,Sfit,0.16007639483153785,0.0
500,2,1.75,1.0,41,Sfit,-0.025892395313872912,0.0
1000,2,1.75,1.0,41,Sfit,0.01922108452790302,0.0
500,3,1.75,1.0,41,Sfit,0.22732428722772344,0.0
1000,3,1.75,1.0,41,Sfit,-0.05463976569219209,0.0
500,4,1.75,1.0,41,Sfit,-0.14366140584480266,0.0
1000,4,1.75,1.0,41,Sfit,-0.11041637072753936,0.0
500,1,0.75,1.4142135623730951,41,Sfit,0.22072290346741627,0.0
1000,1,0.75,1.4142135623730951,41,Sfit,0.05524780970977429,0.0
500,2,0.75,1.4142135623730951,41,Sfit,0.08602949871202059,0.0
1000,2,0.75,1.4142135623730951,41,Sfit,0.15398543445510332,0.0
500,3,0.75,1.4142135623730951,41,Sfit,0.09178518605446437,0.0
1000,3,0.75,1.4142135623730951,41,Sfit,0.1476771658448728,0.0
500,4,0.75,1.4142135623730951,41,Sfit,0.07102525120573377,0.0
1000,4,0.75,1.4142135623730951,41,Sfit,0.0913092381173126,0.0
500,1,1.75,1.4142135623730951,41,Sfit,-0.14007817852881738,0.0
1000,1,1.75,1.4142135623730951,41,Sfit,0.12330457500429376,0.0
500,2,1.75,1.4142135623730951,41,Sfit,0.18426582664452515,0.0
1000,2,1.75,1.4142135623730951,41,Sfit,0.26789706320124007,0.0
500,3,1.75,1.4142135623730951,41,Sfit,0.13804264002435826,0.0
1000,3,1.75,1.4142135623730951,41,Sfit,0.2429251612222245,0.0
500,4,1.75,1.4142135623730951,41,Sfit,0.04458106229994577,0.0
1000,4,1.75,1.4142135623730951,41,Sfit,0.09790217434509392,0.0
500,1,0.75,1.0,42,Sfit,0.06862669543579698,0.0
1000,1,0.75,1.0,42,Sfit,-0.0030381668194317114,0.0
500,2,0.75,1.0,42,Sfit,-0.008312387926070319,0.0
1000,2,0.75,1.0,42,Sfit,0.16617875422240827,0.0
500,3,0.75,1.0,42,Sfit,0.036976401223113034,0.0
1000,3,0.75,1.0,42,Sfit,-0.1269379842384965,0.0
500,4,0.75,1.0,42,Sfit,-0.11872988428847538,0.0
1000,4,0.75,1.0,42,Sfit,0.04111093552182077,0.0
500,1,1.75,1.0,42,Sfit,0.12342094478470034,0.0
1000,1,1.75,1.0,42,Sfit,0.015189304310941731,0.0
500,2,1.75,1.0,42,Sfit,0.1022620338549395,0.0
1000,2,1.75,1.0,42,Sfit,0.0348191008342377,0.0
500,3,1.75,1.0,42,Sfit,0.27766202428068565,0.0
1000,3,1.75,1.0,42,Sfit,0.3788271814206509,0.0
500,4,1.75,1.0,42,Sfit,-0.10932667790314628,0.0
1000,4,1.75,1.0,42,Sfit,-0.03636424651470566,0.0
500,1,0.75,1.4142135623730951,42,Sfit,-0.05538658022475202,0.0
1000,1,0.75,1.4142135623730951,42,Sfit,-0.007300649587625057,0.0
500,2,0.75,1.4142135623730951,42,Sfit,0.1973103464965179,0.0
1000,2,0.75,1.4142135623730951,42,Sfit,0.07106372459517489,0.0
500,3,0.75,1.4142135623730951,42,Sfit,0.26787516299869385,0.0
1000,3,0.75,1.4142135623730951,42,Sfit,0.1972305720665632,0.0
500,4,0.75,1.4142135623730951,42,Sfit,-0.15430183984404414,0.0
1000,4,0.75,1.4142135623730951,42,Sfit,-0.03709126163176137,0.0
500,1,1.75,1.4142135623730951,42,Sfit,0.0345584591066449,0.0
1000,1,1.75,1.4142135623730951,42,Sfit,-0.04074150723202924,0.0
500,2,1.75,1.4142135623730951,42,Sfit,0.22448086292010522,0.0
1000,2,1.75,1.4142135623730951,42,Sfit,0.06926293995459082,0.0
500,3,1.75,1.4142135623730951,42,Sfit,-0.21621086119769853,0.0
1000,3,1.75,1.4142135623730951,42,Sfit,0.14599105791431335,0.0
500,4,1.75,1.4142135623730951,42,Sfit,0.09330949353724606,0.0
1000,4,1.75,1.4142135623730951,42,Sfit,-0.0030939464830388765,0.0
500,1,0.75,1.0,43,Sfit,0.11788936159397675,0.0
1000,1,0.75,1.0,43,Sfit,-0.015016925192556424,0.0
500,2,0.75,1.0,43,Sfit,-0.05158746734915474,0.0
1000,2,0.75,1.0,43,Sfit,0.0037422528655397464,0.0
500,3,0.75,1.0,43,Sfit,0.36685269926104513,0.0
1000,3,0.75,1.0,43,Sfit,0.004912430000754774,0.0
500,4,0.75,1.0,43,Sfit,-0.0334756394345139,0.0
1000,4,0.75,1.0,43,Sfit,0.010968753918678714,0.0
500,1,1.75,1.0,43,Sfit,0.02423429995726891,0.0
1000,1,1.75,1.0,43,Sfit,0.03433644718095711,0.0
500,2,1.75,1.0,43,Sfit,0.0059639298604457,0.0
1000,2,1.75,1.0,43,Sfit,0.07180367460068389,0.0
500,3,1.75,1.0,43,Sfit,0.14319170891492286,0.0
1000,3,1.75,1.0,43,Sfit,0.24602103138501358,0.0
500,4,1.75,1.0,43,Sfit,0.028949175469080227,0.0
1000,4,1.75,1.0,43,Sfit,-0.12431269233653329,0.0
500,1,0.75,1.4142135623730951,43,Sfit,0.09090003762204359,0.0
1000,1,0.75,1.4142135623730951,43,Sfit,0.06197634746607124,0.0
500,2,0.75,1.4142135623730951,43,Sfit,-0.027992495013564607,0.0
1000,2,0.75,1.4142135623730951,43,Sfit,-0.09613924379341175,0.0
500,3,0.75,1.4142135623730951,43,Sfit,0.1201034805071207,0.0
1000,3,0.75,1.4142135623730951,43,Sfit,-0.0424742136516639,0.0
500,4,0.75,1.4142135623730951,43,Sfit,-0.0032680048592677044,0.0
1000,4,0.75,1.4142135623730951,43,Sfit,-0.0719936980434778,0.0
500,1,1.75,1.4142135623730951,43,Sfit,-0.05165074617779061,0.0
1000,1,1.75,1.4142135623730951,43,Sfit,-0.02190690895689067,0.0
500,2,1.75,1.4142135623730951,43,Sfit,0.17465011414232348,0.0
1000,2,1.75,1.4142135623730951,43,Sfit,0.1346931883454901,0.0
500,3,1.75,1.4142135623730951,43,Sfit,0.22133145333251555,0.0
1000,3,1.75,1.4142135623730951,43,Sfit,0.21704033505093315,0.0
500,4,1.75,1.4142135623730951,43,Sfit,-0.015934671011996686,0.0
1000,4,1.75,1.4142135623730951,43,Sfit,-0.10817452110078185,0.0
500,1,0.75,1.0,44,Sfit,0.13444075029125124,0.0
1000,1,0.75,1.0,44,Sfit,-0.02433020165087592,0.0
500,2,0.75,1.0,44,Sfit,0.11734508011697316,0.0
1000,2,0.75,1.0,44,Sfit,0.05653703842048915,0.0
500,3,0.75,1.0,44,Sfit,0.515213326536919,0.0
1000,3,0.75,1.0,44,Sfit,0.13826759190233914,0.0
500,4,0.75,1.0,44,Sfit,0.02947129829423372,0.0
1000,4,0.75,1.0,44,Sfit,-0.03344713542065401,0.0
500,1,1.75,1.0,44,Sfit,0.09739852167421674,0.0
1000,1,1.75,1.0,44,Sfit,-0.006340410829506416,0.0
500,2,1.75,1.0,44,Sfit,0.16334706443869904,0.0
1000,2,1.75,1.0,44,Sfit,0.03832881163407767,0.0
500,3,1.75,1.0,44,Sfit,0.11036122573634888,0.0
1000,3,1.75,1.0,44,Sfit,0.26320391891344075,0.0
500,4,1.75,1.0,44,Sfit,-0.22019253289455976,0.0
1000,4,1.75,1.0,44,Sfit,0.1326930314861663,0.0
500,1,0.75,1.4142135623730951,44,Sfit,-0.05395315503708876,0.0
1000,1,0.75,1.4142135623730951,44,Sfit,0.034006107160758525,0.0
500,2,0.75,1.4142135623730951,44,Sfit,-0.11027677113840706,0.0
1000,2,0.75,1.4142135623730951,44,Sfit,0.12225135743055662,0.0
500,3,0.75,1.4142135623730951,44,Sfit,0.18017200081593718,0.0
1000,3,0.75,1.4142135623730951,44,Sfit,0.10712336267192751,0.0
500,4,0.75,1.4142135623730951,44,Sfit,-0.16773954759180656,0.0
1000,4,0.75,1.4142135623730951,44,Sfit,0.0010217648931551938,0.0
500,1,1.75,1.4142135623730951,44,Sfit,-0.04103712924749727,0.0
1000,1,1.75,1.4142135623730951,44,Sfit,-0.008238405329219687,0.0
500,2,1.75,1.4142135623730951,44,Sfit,0.005664026763863425,0.0
1000,2,1.75,1.4142135623730951,44,Sfit,0.08505734672716735,0.0
500,3,1.75,1.4142135623730951,44,Sfit,0.22484462777020547,0.0
1000,3,1.75,1.4142135623730951,44,Sfit,0.20664716697485322,0.0
500,4,1.75,1.4142135623730951,44,Sfit,-0.04979529891943859,0.0
1000,4,1.75,1.4142135623730951,44,Sfit,-0.0007859102442607947,0.0
500,1,0.75,1.0,45,Sfit,-0.13024896873051459,0.0
1000,1,0.75,1.0,45,Sfit,-0.006767885027088061,0.0
500,2,0.75,1.0,45,Sfit,-0.0021715257612398703,0.0
1000,2,0.75,1.0,45,Sfit,0.06416289272487218,0.0
500,3,0.75,1.0,45,Sfit,0.3803262925563635,0.0
1000,3,0.75,1.0,45,Sfit,0.10084143196940709,0.0
500,4,0.75,1.0,45,Sfit,0.14698679485615118,0.0
1000,4,0.75,1.0,45,Sfit,0.17279510922751612,0.0
500,1,1.75,1.0,45,Sfit,-0.02686058420963735,0.0
1000,1,1.75,1.0,45,Sfit,0.02334275720454479,0.0
500,2,1.75,1.0,45,Sfit,0.09250906683706364,0.0
1000,2,1.75,1.0,45,Sfit,0.05691873852350894,0.0
500,3,1.75,1.0,45,Sfit,0.1201646875399296,0.0
1000,3,1.75,1.0,45,Sfit,0.14116172934991975,0.0
500,4,1.75,1.0,45,Sfit,0.1300854582481693,0.0
1000,4,1.75,1.0,45,Sfit,-0.0004871575152238703,0.0
500,1,0.75,1.4142135623730951,45,Sfit,-0.05594369841419089,0.0
1000,1,0.75,1.4142135623730951,45,Sfit,-0.06504303175251551,0.0
500,2,0.75,1.4142135623730951,45,Sfit,-0.03506979600976639,0.0
1000,2,0.75,1.4142135623730951,45,Sfit,0.17493771642425776,0.0
500,3,0.75,1.4142135623730951,45,Sfit,0.05208394140165321,0.0
1000,3,0.75,1.4142135623730951,45,Sfit,0.09671810694671602,0.0
500,4,0.75,1.4142135623730951,45,Sfit,0.14352203086362128,0.0
1000,4,0.75,1.4142135623730951,45,Sfit,-0.035807803131950075,0.0
500,1,1.75,1.4142135623730951,45,Sfit,0.15066744255265951,0.0
1000,1,1.75,1.4142135623730951,45,Sfit,0.12298019482827874,0.0
500,2,1.75,1.4142135623730951,45,Sfit,0.28998006406884574,0.0
1000,2,1.75,1.4142135623730951,45,Sfit,0.07636153766461654,0.0
500,3,1.75,1.4142135623730951,45,Sfit,0.14416137206648966,0.0
1000,3,1.75,1.4142135623730951,45,Sfit,0.11584884732100624,0.0
500,4,1.75,1.4142135623730951,45,Sfit,0.016373875875028178,0.0
1000,4,1.75,1.4142135623730951,45,Sfit,0.03466227393744333,0.0
500,1,0.75,1.0,46,Sfit,0.041909879386434236,0.0
1000,1,0.75,1.0,46,Sfit,-0.007382898476311595,0.0
500,2,0.75,1.0,46,Sfit,0.010212589521433352,0.0
1000,2,0.75,1.0,46,Sfit,0.08314245174667663,0.0
500,3,0.75,1.0,46,Sfit,0.2512817302999818,0.0
1000,3,0.75,1.0,46,Sfit,0.058397135232511554,0.0
500,4,0.75,1.0,46,Sfit,0.011221634077195503,0.0
1000,4,0.75,1.0,46,Sfit,0.08680859639426193,0.0
500,1,1.75,1.0,46,Sfit,0.03630431393214793,0.0
1000,1,1.75,1.0,46,Sfit,0.08435426384261645,0.0
500,2,1.75,1.0,46,Sfit,0.2224137691273302,0.0
1000,2,1.75,1.0,46,Sfit,0.03658996066746802,0.0
500,3,1.75,1.0,46,Sfit,0.18602008007396156,0.0
1000,3,1.75,1.0,46,Sfit,0.12137511751245161,0.0
500,4,1.75,1.0,46,Sfit,-0.05481034096905949,0.0
1000,4,1.75,1.0,46,Sfit,-0.013172961574974293,0.0
500,1,0.75,1.4142135623730951,46,Sfit,0.04433636570869592,0.0
1000,1,0.75,1.4142135623730951,46,Sfit,-0.08721483213605422,0.0
500,2,0.75,1.4142135623730951,46,Sfit,0.11750068738563792,0.0
1000,2,0.75,1.4142135623730951,46,Sfit,0.0915344277821926,0.0
500,3,0.75,1.4142135623730951,46,Sfit,0.10038233846357714,0.0
1000,3,0.75,1.4142135623730951,46,Sfit,0.06211953660800597,0.0
500,4,0.75,1.4142135623730951,46,Sfit,0.140618519046956,0.0
1000,4,0.75,1.4142135623730951,46,Sfit,0.0051887355965183676,0.0
500,1,1.75,1.4142135623730951,46,Sfit,0.2451411219327926,0.0
1000,1,1.75,1.4142135623730951,46,Sfit,0.10859366039451278,0.0
500,2,1.75,1.4142135623730951,46,Sfit,-0.12608774560845074,0.0
1000,2,1.75,1.4142135623730951,46,Sfit,0.11756215113023397,0.0
500,3,1.75,1.4142135623730951,46,Sfit,0.1261903220739524,0.0
1000,3,1.75,1.4142135623730951,46,Sfit,0.02517488112577679,0.0
500,4,1.75,1.4142135623730951,46,Sfit,0.20075951663459332,0.0
1000,4,1.75,1.4142135623730951,46,Sfit,0.07919695007742458,0.0
500,1,0.75,1.0,47,Sfit,-0.0023278197544014424,0.0
1000,1,0.75,1.0,47,Sfit,0.00502315535062234,0.0
500,2,0.75,1.0,47,Sfit,-0.1547182842681678,0.0
1000,2,0.75,1.0,47,Sfit,0.09383569752868093,0.0
500,3,0.75,1.0,47,Sfit,0.6054830461322744,0.0
1000,3,0.75,1.0,47,Sfit,0.1953207042915431,0.0
500,4,0.75,1.0,47,Sfit,0.14975560533477075,0.0
1000,4,0.75,1.0,47,Sfit,0.01903658045563123,0.0
500,1,1.75,1.0,47,Sfit,0.025074119262581258,0.0
1000,1,1.75,1.0,47,Sfit,0.05142922715150275,0.0
500,2,1.75,1.0,47,Sfit,0.18280817423705062,0.0
1000,2,1.75,1.0,47,Sfit,0.025070288251669903,0.0
500,3,1.75,1.0,47,Sfit,0.09923436046209386,0.0
1000,3,1.75,1.0,47,Sfit,0.14723455038647876,0.0
500,4,1.75,1.0,47,Sfit,-0.1835705750301901,0.0
1000,4,1.75,1.0,47,Sfit,0.018524246249033316,0.0
500,1,0.75,1.4142135623730951,47,Sfit,0.07510599274045003,0.0
1000,1,0.75,1.4142135623730951,47,Sfit,-0.006521203080696205,0.0
500,2,0.75,1.4142135623730951,47,Sfit,0.045655913639618066,0.0
1000,2,0.75,1.4142135623730951,47,Sfit,0.06128763723060552,0.0
500,3,0.75,1.4142135623730951,47,Sfit,-0.11785940037307636,0.0
1000,3,0.75,1.4142135623730951,47,Sfit,0.06619756719512508,0.0
500,4,0.75,1.4142135623730951,47,Sfit,-0.25189492226116245,0.0
1000,4,0.75,1.4142135623730951,47,Sfit,-0.016090983526318388,0.0
500,1,1.75,1.4142135623730951,47,Sfit,0.08214085650459224,0.0
1000,1,1.75,1.4142135623730951,47,Sfit,0.005740072739515238,0.0
500,2,1.75,1.4142135623730951,47,Sfit,0.06991068871837701,0.0
1000,2,1.75,1.4142135623730951,47,Sfit,0.09411323600917598,0.0
500,3,1.75,1.4142135623730951,47,Sfit,0.3983570732237414,0.0
1000,3,1.75,1.4142135623730951,47,Sfit,-0.01787236784529365,0.0
500,4,1.75,1.4142135623730951,47,Sfit,-0.1740254313312998,0.0
1000,4,1.75,1.4142135623730951,47,Sfit,-0.15546874335157732,0.0
500,1,0.75,1.0,48,Sfit,-0.0862005658437103,0.0
1000,1,0.75,1.0,48,Sfit,-0.040077925520723104,0.0
500,2,0.75,1.0,48,Sfit,0.30514094747974685,0.0
1000,2,0.75,1.0,48,Sfit,0.08885978179387459,0.0
500,3,0.75,1.0,48,Sfit,0.07246607561805335,0.0
1000,3,0.75,1.0,48,Sfit,0.15285825414289833,0.0
500,4,0.75,1.0,48,Sfit,0.24510125774851213,0.0
1000,4,0.75,1.0,48,Sfit,0.06401698133674036,0.0
500,1,1.75,1.0,48,Sfit,0.07139185727740001,0.0
