N,d,l,o,r,m,estimate,target
500,4,0.75,1.4142135623730951,13,Smax,-0.19291499033681586,0.0
1000,4,0.75,1.4142135623730951,13,Smax,0.013486969517669381,0.0
500,1,1.75,1.4142135623730951,13,Smax,-0.059863651352547474,0.0
1000,1,1.75,1.4142135623730951,13,Smax,-0.10658655337917973,0.0
500,2,1.75,1.4142135623730951,13,Smax,-0.029658096550308145,0.0
1000,2,1.75,1.4142135623730951,13,Smax,-0.0432346865135715,0.0
500,3,1.75,1.4142135623730951,13,Smax,-0.12553857726186976,0.0
1000,3,1.75,1.4142135623730951,13,Smax,0.26284239633769374,0.0
500,4,1.75,1.4142135623730951,13,Smax,0.19382895003850392,0.0
1000,4,1.75,1.4142135623730951,13,Smax,-0.06719435104781636,0.0
500,1,0.75,1.0,14,Smax,0.11063090179029807,0.0
1000,1,0.75,1.0,14,Smax,0.025204973584540165,0.0
500,2,0.75,1.0,14,Smax,0.05795186254716964,0.0
1000,2,0.75,1.0,14,Smax,0.1154718228283762,0.0
500,3,0.75,1.0,14,Smax,0.016935151872135873,0.0
1000,3,0.75,1.0,14,Smax,-0.1366062974431496,0.0
500,4,0.75,1.0,14,Smax,-0.08754514588963827,0.0
1000,4,0.75,1.0,14,Smax,0.04710723082705983,0.0
500,1,1.75,1.0,14,Smax,-0.12621994447491128,0.0
1000,1,1.75,1.0,14,Smax,-0.028629043402850444,0.0
500,2,1.75,1.0,14,Smax,0.07680550210269113,0.0
1000,2,1.75,1.0,14,Smax,0.07171640236653999,0.0
500,3,1.75,1.0,14,Smax,-0.20321735070373864,0.0
1000,3,1.75,1.0,14,Smax,0.2942637328991533,0.0
500,4,1.75,1.0,14,Smax,-0.2587070770416065,0.0
1000,4,1.75,1.0,14,Smax,0.04730986628500571,0.0
500,1,0.75,1.4142135623730951,14,Smax,-0.11165026729090832,0.0
1000,1,0.75,1.4142135623730951,14,Smax,-0.03281545876351706,0.0
500,2,0.75,1.4142135623730951,14,Smax,0.27107297346141385,0.0
1000,2,0.75,1.4142135623730951,14,Smax,0.12026330151528367,0.0
500,3,0.75,1.4142135623730951,14,Smax,-0.18660897654014325,0.0
1000,3,0.75,1.4142135623730951,14,Smax,0.18570033462060162,0.0
500,4,0.75,1.4142135623730951,14,Smax,-0.07297573076037432,0.0
1000,4,0.75,1.4142135623730951,14,Smax,0.18915063799780354,0.0
500,1,1.75,1.4142135623730951,14,Smax,-0.02008036237985277,0.0
1000,1,1.75,1.4142135623730951,14,Smax,-0.006747860631476692,0.0
500,2,1.75,1.4142135623730951,14,Smax,-0.0019633895356441205,0.0
1000,2,1.75,1.4142135623730951,14,Smax,0.2087186558042987,0.0
500,3,1.75,1.4142135623730951,14,Smax,0.248781800641656,0.0
1000,3,1.75,1.4142135623730951,14,Smax,-0.07644893110268791,0.0
500,4,1.75,1.4142135623730951,14,Smax,0.13077910093276995,0.0
1000,4,1.75,1.4142135623730951,14,Smax,0.05542609498963805,0.0
500,1,0.75,1.0,15,Smax,0.015933159617844247,0.0
1000,1,0.75,1.0,15,Smax,0.05030010089419761,0.0
500,2,0.75,1.0,15,Smax,0.016833121943655924,0.0
1000,2,0.75,1.0,15,Smax,-0.08733857018367723,0.0
500,3,0.75,1.0,15,Smax,0.06853121294015835,0.0
1000,3,0.75,1.0,15,Smax,0.10478478630856083,0.0
500,4,0.75,1.0,15,Smax,0.15740014260931715,0.0
1000,4,0.75,1.0,15,Smax,0.09285338713793719,0.0
500,1,1.75,1.0,15,Smax,-0.001384380875588274,0.0
1000,1,1.75,1.0,15,Smax,-0.012365998452704688,0.0
500,2,1.75,1.0,15,Smax,0.14094804401497021,0.0
1000,2,1.75,1.0,15,Smax,0.11300279302079497,0.0
500,3,1.75,1.0,15,Smax,0.23600776841184695,0.0
1000,3,1.75,1.0,15,Smax,0.208288005403311,0.0
500,4,1.75,1.0,15,Smax,-0.03460791753450629,0.0
1000,4,1.75,1.0,15,Smax,-0.05409323197136352,0.0
500,1,0.75,1.4142135623730951,15,Smax,-0.048839460123191604,0.0
1000,1,0.75,1.4142135623730951,15,Smax,0.05361451138458574,0.0
500,2,0.75,1.4142135623730951,15,Smax,0.1207810307116467,0.0
1000,2,0.75,1.4142135623730951,15,Smax,-0.02695591846032549,0.0
500,3,0.75,1.4142135623730951,15,Smax,-0.06982064143104144,0.0
1000,3,0.75,1.4142135623730951,15,Smax,0.2028718224293057,0.0
500,4,0.75,1.4142135623730951,15,Smax,0.04378083283790138,0.0
1000,4,0.75,1.4142135623730951,15,Smax,0.03674617162017135,0.0
500,1,1.75,1.4142135623730951,15,Smax,-0.5058740411716978,0.0
1000,1,1.75,1.4142135623730951,15,Smax,0.234514502728174,0.0
500,2,1.75,1.4142135623730951,15,Smax,0.07782850404523826,0.0
1000,2,1.75,1.4142135623730951,15,Smax,-0.05450918424716823,0.0
500,3,1.75,1.4142135623730951,15,Smax,-0.0906069574391818,0.0
1000,3,1.75,1.4142135623730951,15,Smax,0.08081381048368565,0.0
500,4,1.75,1.4142135623730951,15,Smax,0.05825895944316676,0.0
1000,4,1.75,1.4142135623730951,15,Smax,-0.16285883287880923,0.0
500,1,0.75,1.0,16,Smax,0.07225703618236182,0.0
1000,1,0.75,1.0,16,Smax,-0.097997966129483,0.0
500,2,0.75,1.0,16,Smax,0.20900840668500628,0.0
1000,2,0.75,1.0,16,Smax,0.08704535860762899,0.0
500,3,0.75,1.0,16,Smax,0.17974648378741118,0.0
1000,3,0.75,1.0,16,Smax,0.029850859169837936,0.0
500,4,0.75,1.0,16,Smax,0.0576294304760273,0.0
1000,4,0.75,1.0,16,Smax,-0.17779290788493668,0.0
500,1,1.75,1.0,16,Smax,-0.016645298062108484,0.0
1000,1,1.75,1.0,16,Smax,-0.03066769332152158,0.0
500,2,1.75,1.0,16,Smax,0.12831800820531025,0.0
1000,2,1.75,1.0,16,Smax,-0.11619070621990882,0.0
500,3,1.75,1.0,16,Smax,0.10965287420794377,0.0
1000,3,1.75,1.0,16,Smax,-0.044741925488566606,0.0
500,4,1.75,1.0,16,Smax,0.08840976775816611,0.0
1000,4,1.75,1.0,16,Smax,0.2221503039521432,0.0
500,1,0.75,1.4142135623730951,16,Smax,0.1362404285720295,0.0
1000,1,0.75,1.4142135623730951,16,Smax,0.013782823429616698,0.0
500,2,0.75,1.4142135623730951,16,Smax,0.013730763147835277,0.0
1000,2,0.75,1.4142135623730951,16,Smax,0.0009773236327137308,0.0
500,3,0.75,1.4142135623730951,16,Smax,0.10270779194123576,0.0
1000,3,0.75,1.4142135623730951,16,Smax,0.017100479505152266,0.0
500,4,0.75,1.4142135623730951,16,Smax,-0.3180652892428571,0.0
1000,4,0.75,1.4142135623730951,16,Smax,0.08795701324831293,0.0
500,1,1.75,1.4142135623730951,16,Smax,0.03950929876713723,0.0
1000,1,1.75,1.4142135623730951,16,Smax,0.026766775153098745,0.0
500,2,1.75,1.4142135623730951,16,Smax,0.12521037458668507,0.0
1000,2,1.75,1.4142135623730951,16,Smax,-0.006150112088061947,0.0
500,3,1.75,1.4142135623730951,16,Smax,-0.10860254840699746,0.0
1000,3,1.75,1.4142135623730951,16,Smax,0.059674083886467166,0.0
500,4,1.75,1.4142135623730951,16,Smax,-0.18908239726597226,0.0
1000,4,1.75,1.4142135623730951,16,Smax,0.15556141028604026,0.0
500,1,0.75,1.0,17,Smax,-0.14019517627146078,0.0
1000,1,0.75,1.0,17,Smax,-0.04315739957381245,0.0
500,2,0.75,1.0,17,Smax,0.13344594917383631,0.0
1000,2,0.75,1.0,17,Smax,-0.04076945103018389,0.0
500,3,0.75,1.0,17,Smax,0.22442460402635417,0.0
1000,3,0.75,1.0,17,Smax,0.08228616911618888,0.0
500,4,0.75,1.0,17,Smax,0.11662999138895934,0.0
1000,4,0.75,1.0,17,Smax,0.12226949761422679,0.0
500,1,1.75,1.0,17,Smax,0.09470440797844595,0.0
1000,1,1.75,1.0,17,Smax,-0.05132932099039115,0.0
500,2,1.75,1.0,17,Smax,0.03961352664378754,0.0
1000,2,1.75,1.0,17,Smax,0.06018337466114523,0.0
500,3,1.75,1.0,17,Smax,0.1473084646163374,0.0
1000,3,1.75,1.0,17,Smax,0.12107304248060236,0.0
500,4,1.75,1.0,17,Smax,-0.05015718135210038,0.0
1000,4,1.75,1.0,17,Smax,-0.05805670197046785,0.0
500,1,0.75,1.4142135623730951,17,Smax,-0.054800261368370455,0.0
1000,1,0.75,1.4142135623730951,17,Smax,-0.08610313198617384,0.0
500,2,0.75,1.4142135623730951,17,Smax,0.3093838613463574,0.0
1000,2,0.75,1.4142135623730951,17,Smax,0.08582218165579614,0.0
500,3,0.75,1.4142135623730951,17,Smax,-0.055500066242843094,0.0
1000,3,0.75,1.4142135623730951,17,Smax,0.11453628721966022,0.0
500,4,0.75,1.4142135623730951,17,Smax,0.07203342408254713,0.0
1000,4,0.75,1.4142135623730951,17,Smax,-0.09444916852770005,0.0
500,1,1.75,1.4142135623730951,17,Smax,0.036784044113529826,0.0
1000,1,1.75,1.4142135623730951,17,Smax,0.04745314637615931,0.0
500,2,1.75,1.4142135623730951,17,Smax,0.057776637854124215,0.0
1000,2,1.75,1.4142135623730951,17,Smax,0.21486894160395045,0.0
500,3,1.75,1.4142135623730951,17,Smax,0.030839606712424236,0.0
1000,3,1.75,1.4142135623730951,17,Smax,0.17458665491956288,0.0
500,4,1.75,1.4142135623730951,17,Smax,-0.05499961700953618,0.0
1000,4,1.75,1.4142135623730951,17,Smax,-0.18724896598802793,0.0
500,1,0.75,1.0,18,Smax,0.015229506663760523,0.0
1000,1,0.75,1.0,18,Smax,-0.003912784848485514,0.0
500,2,0.75,1.0,18,Smax,0.013470279281580273,0.0
1000,2,0.75,1.0,18,Smax,8.549859704880898e-5,0.0
500,3,0.75,1.0,18,Smax,0.03015641818443659,0.0
1000,3,0.75,1.0,18,Smax,-0.07544849537552158,0.0
500,4,0.75,1.0,18,Smax,0.024805920890191437,0.0
1000,4,0.75,1.0,18,Smax,0.04253952579389174,0.0
500,1,1.75,1.0,18,Smax,-0.05172674822111174,0.0
1000,1,1.75,1.0,18,Smax,0.035015678947019575,0.0
500,2,1.75,1.0,18,Smax,0.01757194308472428,0.0
1000,2,1.75,1.0,18,Smax,0.10740247403479472,0.0
500,3,1.75,1.0,18,Smax,0.4977769128453119,0.0
1000,3,1.75,1.0,18,Smax,-0.022535939935639144,0.0
500,4,1.75,1.0,18,Smax,-0.05516639559543264,0.0
1000,4,1.75,1.0,18,Smax,0.07182199963395919,0.0
500,1,0.75,1.4142135623730951,18,Smax,0.06522036267708835,0.0
1000,1,0.75,1.4142135623730951,18,Smax,0.11510983049854553,0.0
500,2,0.75,1.4142135623730951,18,Smax,0.11370290868766693,0.0
1000,2,0.75,1.4142135623730951,18,Smax,0.10861664402683711,0.0
500,3,0.75,1.4142135623730951,18,Smax,-0.0040009199034549865,0.0
1000,3,0.75,1.4142135623730951,18,Smax,0.17689086142554974,0.0
500,4,0.75,1.4142135623730951,18,Smax,0.11529896140496868,0.0
1000,4,0.75,1.4142135623730951,18,Smax,-0.20836996930692603,0.0
500,1,1.75,1.4142135623730951,18,Smax,-0.1330339765399128,0.0
1000,1,1.75,1.4142135623730951,18,Smax,-0.15430404924200827,0.0
500,2,1.75,1.4142135623730951,18,Smax,0.17173977390167194,0.0
1000,2,1.75,1.4142135623730951,18,Smax,-0.06386146427744913,0.0
500,3,1.75,1.4142135623730951,18,Smax,0.14302378392315374,0.0
1000,3,1.75,1.4142135623730951,18,Smax,0.32759272012913504,0.0
500,4,1.75,1.4142135623730951,18,Smax,0.04193968192949362,0.0
1000,4,1.75,1.4142135623730951,18,Smax,0.10716378026814909,0.0
500,1,0.75,1.0,19,Smax,-0.0768510206688719,0.0
1000,1,0.75,1.0,19,Smax,-0.1145680544525704,0.0
500,2,0.75,1.0,19,Smax,0.0011933647427022614,0.0
1000,2,0.75,1.0,19,Smax,0.046492970870073855,0.0
500,3,0.75,1.0,19,Smax,0.2041448070107113,0.0
1000,3,0.75,1.0,19,Smax,0.21366093136234157,0.0
500,4,0.75,1.0,19,Smax,-0.0949811566226754,0.0
1000,4,0.75,1.0,19,Smax,0.0416814096310196,0.0
500,1,1.75,1.0,19,Smax,0.004616137434892553,0.0
1000,1,1.75,1.0,19,Smax,0.11083608533435843,0.0
500,2,1.75,1.0,19,Smax,0.04492357752041527,0.0
1000,2,1.75,1.0,19,Smax,0.0368270161319848,0.0
500,3,1.75,1.0,19,Smax,0.3189753574818441,0.0
1000,3,1.75,1.0,19,Smax,-0.03355513788487112,0.0
500,4,1.75,1.0,19,Smax,-0.07508623319095921,0.0
1000,4,1.75,1.0,19,Smax,-0.07033152494868375,0.0
500,1,0.75,1.4142135623730951,19,Smax,0.0819486439271055,0.0
1000,1,0.75,1.4142135623730951,19,Smax,-0.0196332784749248,0.0
500,2,0.75,1.4142135623730951,19,Smax,0.12851701758718995,0.0
1000,2,0.75,1.4142135623730951,19,Smax,0.2808048056849009,0.0
500,3,0.75,1.4142135623730951,19,Smax,0.09544645731505026,0.0
1000,3,0.75,1.4142135623730951,19,Smax,0.06999238964861114,0.0
500,4,0.75,1.4142135623730951,19,Smax,0.07006438433152522,0.0
1000,4,0.75,1.4142135623730951,19,Smax,-0.09313826787777718,0.0
500,1,1.75,1.4142135623730951,19,Smax,0.047843476349274265,0.0
1000,1,1.75,1.4142135623730951,19,Smax,-0.0609121795393371,0.0
500,2,1.75,1.4142135623730951,19,Smax,0.16251340659126534,0.0
1000,2,1.75,1.4142135623730951,19,Smax,0.04356939975044315,0.0
500,3,1.75,1.4142135623730951,19,Smax,-0.12612907831616546,0.0
1000,3,1.75,1.4142135623730951,19,Smax,0.034556337493510225,0.0
500,4,1.75,1.4142135623730951,19,Smax,-0.2576397076399425,0.0
1000,4,1.75,1.4142135623730951,19,Smax,-0.11454075495934135,0.0
500,1,0.75,1.0,20,Smax,0.06920464381555985,0.0
1000,1,0.75,1.0,20,Smax,-0.012641413893004515,0.0
500,2,0.75,1.0,20,Smax,-0.18689299566459808,0.0
1000,2,0.75,1.0,20,Smax,-0.10712251369371234,0.0
500,3,0.75,1.0,20,Smax,0.146246614734627,0.0
1000,3,0.75,1.0,20,Smax,0.13038933354282595,0.0
500,4,0.75,1.0,20,Smax,0.09628392686936711,0.0
1000,4,0.75,1.0,20,Smax,-0.05707477483160202,0.0
500,1,1.75,1.0,20,Smax,0.0920524202599704,0.0
1000,1,1.75,1.0,20,Smax,0.02242694874463124,0.0
500,2,1.75,1.0,20,Smax,-0.18087240701130447,0.0
1000,2,1.75,1.0,20,Smax,0.02215644161790099,0.0
500,3,1.75,1.0,20,Smax,-0.01622939142826897,0.0
1000,3,1.75,1.0,20,Smax,0.12437684672725623,0.0
500,4,1.75,1.0,20,Smax,-0.14410691717968147,0.0
1000,4,1.75,1.0,20,Smax,0.1107669977489194,0.0
500,1,0.75,1.4142135623730951,20,Smax,0.037720525228699495,0.0
1000,1,0.75,1.4142135623730951,20,Smax,0.13890769454367172,0.0
500,2,0.75,1.4142135623730951,20,Smax,0.17215978891242723,0.0
1000,2,0.75,1.4142135623730951,20,Smax,-0.12907009968771524,0.0
500,3,0.75,1.4142135623730951,20,Smax,0.1138558814997945,0.0
1000,3,0.75,1.4142135623730951,20,Smax,0.174790867687792,0.0
500,4,0.75,1.4142135623730951,20,Smax,0.029067876057368516,0.0
1000,4,0.75,1.4142135623730951,20,Smax,-0.09767333966741232,0.0
500,1,1.75,1.4142135623730951,20,Smax,-0.022337091377859792,0.0
1000,1,1.75,1.4142135623730951,20,Smax,-0.010594447106546,0.0
500,2,1.75,1.4142135623730951,20,Smax,-0.023037306905907915,0.0
1000,2,1.75,1.4142135623730951,20,Smax,0.12645073775193813,0.0
500,3,1.75,1.4142135623730951,20,Smax,-0.15723366672735892,0.0
1000,3,1.75,1.4142135623730951,20,Smax,0.12337167956788372,0.0
500,4,1.75,1.4142135623730951,20,Smax,0.14961527761723714,0.0
1000,4,1.75,1.4142135623730951,20,Smax,-0.04426022504183779,0.0
500,1,0.75,1.0,21,Smax,-0.13547317266038772,0.0
1000,1,0.75,1.0,21,Smax,0.09583497441482108,0.0
500,2,0.75,1.0,21,Smax,0.23731161110330498,0.0
1000,2,0.75,1.0,21,Smax,0.029628381944331827,0.0
500,3,0.75,1.0,21,Smax,0.151628059168103,0.0
1000,3,0.75,1.0,21,Smax,0.04770619306159824,0.0
500,4,0.75,1.0,21,Smax,-0.07405916723705695,0.0
1000,4,0.75,1.0,21,Smax,-0.1058449614905852,0.0
500,1,1.75,1.0,21,Smax,0.05736118912638538,0.0
1000,1,1.75,1.0,21,Smax,-0.11597775060750319,0.0
500,2,1.75,1.0,21,Smax,0.27863715044442344,0.0
1000,2,1.75,1.0,21,Smax,0.09543991928822483,0.0
500,3,1.75,1.0,21,Smax,0.0002388248307580408,0.0
1000,3,1.75,1.0,21,Smax,0.14752833955878175,0.0
500,4,1.75,1.0,21,Smax,0.07917502656353362,0.0
1000,4,1.75,1.0,21,Smax,0.09021468877581083,0.0
500,1,0.75,1.4142135623730951,21,Smax,-0.09037590912477574,0.0
1000,1,0.75,1.4142135623730951,21,Smax,0.14956388643288046,0.0
500,2,0.75,1.4142135623730951,21,Smax,-0.0011864815381166112,0.0
1000,2,0.75,1.4142135623730951,21,Smax,0.07194680751168811,0.0
500,3,0.75,1.4142135623730951,21,Smax,-0.03435513755339714,0.0
1000,3,0.75,1.4142135623730951,21,Smax,-0.07934044291217568,0.0
500,4,0.75,1.4142135623730951,21,Smax,0.11703252133369016,0.0
1000,4,0.75,1.4142135623730951,21,Smax,-0.00860902160589625,0.0
500,1,1.75,1.4142135623730951,21,Smax,0.1778630985402988,0.0
1000,1,1.75,1.4142135623730951,21,Smax,0.1882844454366478,0.0
500,2,1.75,1.4142135623730951,21,Smax,0.03131993181340579,0.0
1000,2,1.75,1.4142135623730951,21,Smax,-0.06051467466195774,0.0
500,3,1.75,1.4142135623730951,21,Smax,-0.025668287730922282,0.0
1000,3,1.75,1.4142135623730951,21,Smax,0.035971311201928556,0.0
500,4,1.75,1.4142135623730951,21,Smax,-0.21787475571883766,0.0
1000,4,1.75,1.4142135623730951,21,Smax,0.0313618153097449,0.0
500,1,0.75,1.0,22,Smax,0.16862986316315226,0.0
1000,1,0.75,1.0,22,Smax,0.02495789493114095,0.0
500,2,0.75,1.0,22,Smax,0.05324819405649642,0.0
1000,2,0.75,1.0,22,Smax,-0.03169263990342311,0.0
500,3,0.75,1.0,22,Smax,-0.13573568294870997,0.0
1000,3,0.75,1.0,22,Smax,-0.03404720297068451,0.0
500,4,0.75,1.0,22,Smax,0.07912438981765527,0.0
1000,4,0.75,1.0,22,Smax,0.10770973481081951,0.0
500,1,1.75,1.0,22,Smax,0.022574029461295025,0.0
1000,1,1.75,1.0,22,Smax,-0.022431311639185537,0.0
500,2,1.75,1.0,22,Smax,0.15706425493203602,0.0
1000,2,1.75,1.0,22,Smax,-0.10472293119371472,0.0
500,3,1.75,1.0,22,Smax,0.16822953398948284,0.0
1000,3,1.75,1.0,22,Smax,0.09774980893227743,0.0
500,4,1.75,1.0,22,Smax,-0.12445557865770529,0.0
1000,4,1.75,1.0,22,Smax,0.07407417284894417,0.0
500,1,0.75,1.4142135623730951,22,Smax,-0.11080331366839472,0.0
1000,1,0.75,1.4142135623730951,22,Smax,-0.06156220307816333,0.0
500,2,0.75,1.4142135623730951,22,Smax,0.030512080296379727,0.0
1000,2,0.75,1.4142135623730951,22,Smax,0.029208144237399324,0.0
500,3,0.75,1.4142135623730951,22,Smax,0.4217831293896231,0.0
1000,3,0.75,1.4142135623730951,22,Smax,0.0848465457813461,0.0
500,4,0.75,1.4142135623730951,22,Smax,-0.1714402066285648,0.0
1000,4,0.75,1.4142135623730951,22,Smax,0.07479804178259163,0.0
500,1,1.75,1.4142135623730951,22,Smax,-0.008317969695531571,0.0
1000,1,1.75,1.4142135623730951,22,Smax,0.09790604191508849,0.0
500,2,1.75,1.4142135623730951,22,Smax,-0.07999223542986858,0.0
1000,2,1.75,1.4142135623730951,22,Smax,-0.016414058145326694,0.0
500,3,1.75,1.4142135623730951,22,Smax,-0.06722614272701537,0.0
1000,3,1.75,1.4142135623730951,22,Smax,0.16161420683967934,0.0
500,4,1.75,1.4142135623730951,22,Smax,-0.1200387602639505,0.0
1000,4,1.75,1.4142135623730951,22,Smax,0.09856457533174885,0.0
500,1,0.75,1.0,23,Smax,0.058432727991691816,0.0
1000,1,0.75,1.0,23,Smax,0.036807527258990134,0.0
500,2,0.75,1.0,23,Smax,0.048486865071967714,0.0
1000,2,0.75,1.0,23,Smax,-0.020246732370873266,0.0
500,3,0.75,1.0,23,Smax,-0.26113696002370856,0.0
1000,3,0.75,1.0,23,Smax,0.1653957038493185,0.0
500,4,0.75,1.0,23,Smax,-0.0692701011531188,0.0
1000,4,0.75,1.0,23,Smax,0.03838414977935771,0.0
500,1,1.75,1.0,23,Smax,-0.05556607978996607,0.0
1000,1,1.75,1.0,23,Smax,-0.014142063061162502,0.0
500,2,1.75,1.0,23,Smax,0.16096650834175028,0.0
1000,2,1.75,1.0,23,Smax,0.14324639705249148,0.0
500,3,1.75,1.0,23,Smax,0.31412306700796755,0.0
1000,3,1.75,1.0,23,Smax,0.15214650958990003,0.0
500,4,1.75,1.0,23,Smax,0.014131350309654683,0.0
1000,4,1.75,1.0,23,Smax,-0.16411203339705452,0.0
500,1,0.75,1.4142135623730951,23,Smax,-0.046127362446622605,0.0
1000,1,0.75,1.4142135623730951,23,Smax,-0.10916003600520688,0.0
500,2,0.75,1.4142135623730951,23,Smax,0.20116128113636805,0.0
1000,2,0.75,1.4142135623730951,23,Smax,-0.1358162732407501,0.0
500,3,0.75,1.4142135623730951,23,Smax,0.2903462131930681,0.0
1000,3,0.75,1.4142135623730951,23,Smax,0.14295811178169013,0.0
500,4,0.75,1.4142135623730951,23,Smax,0.08516541400143526,0.0
1000,4,0.75,1.4142135623730951,23,Smax,-0.049636191160167195,0.0
500,1,1.75,1.4142135623730951,23,Smax,0.10361254485283734,0.0
1000,1,1.75,1.4142135623730951,23,Smax,0.06954805712155296,0.0
500,2,1.75,1.4142135623730951,23,Smax,0.019383340935934523,0.0
1000,2,1.75,1.4142135623730951,23,Smax,-0.014457996004614187,0.0
500,3,1.75,1.4142135623730951,23,Smax,0.1909824542506509,0.0
1000,3,1.75,1.4142135623730951,23,Smax,0.22488094052723284,0.0
500,4,1.75,1.4142135623730951,23,Smax,0.06401147380699375,0.0
1000,4,1.75,1.4142135623730951,23,Smax,0.03767407504633273,0.0
500,1,0.75,1.0,24,Smax,0.03537343215712269,0.0
1000,1,0.75,1.0,24,Smax,0.018209540564557185,0.0
500,2,0.75,1.0,24,Smax,0.18601214370101585,0.0
1000,2,0.75,1.0,24,Smax,-0.04568813039591342,0.0
500,3,0.75,1.0,24,Smax,-0.07429757738015937,0.0
1000,3,0.75,1.0,24,Smax,0.24874873698595362,0.0
500,4,0.75,1.0,24,Smax,0.07129979874600312,0.0
1000,4,0.75,1.0,24,Smax,-0.09171679434707478,0.0
500,1,1.75,1.0,24,Smax,-0.024977863628753427,0.0
1000,1,1.75,1.0,24,Smax,0.030647676617336313,0.0
500,2,1.75,1.0,24,Smax,-0.009344177125899831,0.0
1000,2,1.75,1.0,24,Smax,0.00042674221586761363,0.0
500,3,1.75,1.0,24,Smax,0.03305721375838973,0.0
1000,3,1.75,1.0,24,Smax,0.12429248475181008,0.0
500,4,1.75,1.0,24,Smax,-0.06361416047041533,0.0
1000,4,1.75,1.0,24,Smax,-0.032649883936938164,0.0
500,1,0.75,1.4142135623730951,24,Smax,0.030583741333757224,0.0
1000,1,0.75,1.4142135623730951,24,Smax,0.05925742457428819,0.0
500,2,0.75,1.4142135623730951,24,Smax,-0.033899006974192306,0.0
1000,2,0.75,1.4142135623730951,24,Smax,-0.12221168341675881,0.0
500,3,0.75,1.4142135623730951,24,Smax,0.07784097597009774,0.0
1000,3,0.75,1.4142135623730951,24,Smax,0.028133159934025206,0.0
500,4,0.75,1.4142135623730951,24,Smax,-0.17952046437677976,0.0
1000,4,0.75,1.4142135623730951,24,Smax,-0.053779561073627816,0.0
500,1,1.75,1.4142135623730951,24,Smax,0.2633167415605614,0.0
1000,1,1.75,1.4142135623730951,24,Smax,0.08109062347409154,0.0
500,2,1.75,1.4142135623730951,24,Smax,0.04871024645815807,0.0
1000,2,1.75,1.4142135623730951,24,Smax,0.10335637542879239,0.0
500,3,1.75,1.4142135623730951,24,Smax,0.05514794864648978,0.0
1000,3,1.75,1.4142135623730951,24,Smax,-0.06590358515812526,0.0
500,4,1.75,1.4142135623730951,24,Smax,0.18530576810995741,0.0
1000,4,1.75,1.4142135623730951,24,Smax,0.012730265005887607,0.0
500,1,0.75,1.0,25,Smax,-0.02124485286206443,0.0
1000,1,0.75,1.0,25,Smax,0.02430805543840784,0.0
500,2,0.75,1.0,25,Smax,-0.1261712673034238,0.0
1000,2,0.75,1.0,25,Smax,0.08500701692279447,0.0
500,3,0.75,1.0,25,Smax,0.14793868468237903,0.0
1000,3,0.75,1.0,25,Smax,0.18239275567458849,0.0
500,4,0.75,1.0,25,Smax,0.11063598793179023,0.0
1000,4,0.75,1.0,25,Smax,0.029171216686432848,0.0
500,1,1.75,1.0,25,Smax,-0.08548311194973328,0.0
1000,1,1.75,1.0,25,Smax,0.07128135279575087,0.0
500,2,1.75,1.0,25,Smax,-0.044137201723071125,0.0
1000,2,1.75,1.0,25,Smax,0.07025740411459383,0.0
500,3,1.75,1.0,25,Smax,0.4538933481227895,0.0
1000,3,1.75,1.0,25,Smax,0.17057781398255592,0.0
500,4,1.75,1.0,25,Smax,-0.04001258518014933,0.0
1000,4,1.75,1.0,25,Smax,-0.0002694055626682954,0.0
500,1,0.75,1.4142135623730951,25,Smax,-0.039901887654404215,0.0
1000,1,0.75,1.4142135623730951,25,Smax,-0.0400630402416066,0.0
500,2,0.75,1.4142135623730951,25,Smax,-0.01046738558717041,0.0
1000,2,0.75,1.4142135623730951,25,Smax,-0.1020638672140016,0.0
500,3,0.75,1.4142135623730951,25,Smax,0.14059105002717168,0.0
1000,3,0.75,1.4142135623730951,25,Smax,0.1476390566047476,0.0
500,4,0.75,1.4142135623730951,25,Smax,0.0035013510504081843,0.0
1000,4,0.75,1.4142135623730951,25,Smax,-0.12730416667043165,0.0
500,1,1.75,1.4142135623730951,25,Smax,-0.09809018527088353,0.0
1000,1,1.75,1.4142135623730951,25,Smax,0.030226561173138544,0.0
500,2,1.75,1.4142135623730951,25,Smax,0.10163667800846739,0.0
1000,2,1.75,1.4142135623730951,25,Smax,0.04427949340555162,0.0
500,3,1.75,1.4142135623730951,25,Smax,-0.11156755728095215,0.0
1000,3,1.75,1.4142135623730951,25,Smax,0.011177868210720449,0.0
500,4,1.75,1.4142135623730951,25,Smax,0.09852163701208803,0.0
1000,4,1.75,1.4142135623730951,25,Smax,-0.0940130465974243,0.0
500,1,0.75,1.0,26,Smax,-0.0384881380722652,0.0
1000,1,0.75,1.0,26,Smax,-0.013143271012881414,0.0
500,2,0.75,1.0,26,Smax,-0.20852317100499732,0.0
1000,2,0.75,1.0,26,Smax,-0.13318010909309183,0.0
500,3,0.75,1.0,26,Smax,-0.1509101893509344,0.0
1000,3,0.75,1.0,26,Smax,0.10623585805099105,0.0
500,4,0.75,1.0,26,Smax,-0.17423947069012546,0.0
1000,4,0.75,1.0,26,Smax,-0.06480719180690167,0.0
500,1,1.75,1.0,26,Smax,0.11204140134555038,0.0
1000,1,1.75,1.0,26,Smax,0.0975017618288284,0.0
500,2,1.75,1.0,26,Smax,-0.011403736702417785,0.0
1000,2,1.75,1.0,26,Smax,0.09670376708494959,0.0
