N,d,l,o,r,m,estimate,target
1000,4,0.75,1.0,3,Smax,0.10031668889553692,0.0
500,1,1.75,1.0,3,Smax,-0.09683787545618341,0.0
1000,1,1.75,1.0,3,Smax,0.02557512750978028,0.0
500,2,1.75,1.0,3,Smax,0.06272850792068119,0.0
1000,2,1.75,1.0,3,Smax,-0.15770906722483397,0.0
500,3,1.75,1.0,3,Smax,0.15982432164575638,0.0
1000,3,1.75,1.0,3,Smax,0.19645613658846386,0.0
500,4,1.75,1.0,3,Smax,-0.08167933730145327,0.0
1000,4,1.75,1.0,3,Smax,0.04495074725452495,0.0
500,1,0.75,1.4142135623730951,3,Smax,0.011775831292640374,0.0
1000,1,0.75,1.4142135623730951,3,Smax,-0.09340743474495453,0.0
500,2,0.75,1.4142135623730951,3,Smax,0.15300088263037667,0.0
1000,2,0.75,1.4142135623730951,3,Smax,0.07914039665919156,0.0
500,3,0.75,1.4142135623730951,3,Smax,0.04958092249947233,0.0
1000,3,0.75,1.4142135623730951,3,Smax,-0.05905814876105188,0.0
500,4,0.75,1.4142135623730951,3,Smax,-0.27177707051425243,0.0
1000,4,0.75,1.4142135623730951,3,Smax,0.14361195520685074,0.0
500,1,1.75,1.4142135623730951,3,Smax,-0.10783852255049321,0.0
1000,1,1.75,1.4142135623730951,3,Smax,-0.13017558570704338,0.0
500,2,1.75,1.4142135623730951,3,Smax,0.37395073137834844,0.0
1000,2,1.75,1.4142135623730951,3,Smax,-0.037192127344021664,0.0
500,3,1.75,1.4142135623730951,3,Smax,0.03331566502758879,0.0
1000,3,1.75,1.4142135623730951,3,Smax,0.17567098375806056,0.0
500,4,1.75,1.4142135623730951,3,Smax,-0.008195808881463873,0.0
1000,4,1.75,1.4142135623730951,3,Smax,0.0834842557385359,0.0
500,1,0.75,1.0,4,Smax,-0.0545764388111457,0.0
1000,1,0.75,1.0,4,Smax,0.051745075914801986,0.0
500,2,0.75,1.0,4,Smax,0.1778891785190053,0.0
1000,2,0.75,1.0,4,Smax,0.06025158766456498,0.0
500,3,0.75,1.0,4,Smax,0.1081399564563747,0.0
1000,3,0.75,1.0,4,Smax,0.15637627010058222,0.0
500,4,0.75,1.0,4,Smax,-0.1300269826836241,0.0
1000,4,0.75,1.0,4,Smax,-0.1810729787174607,0.0
500,1,1.75,1.0,4,Smax,-0.041194925275420645,0.0
1000,1,1.75,1.0,4,Smax,-0.031405662232034386,0.0
500,2,1.75,1.0,4,Smax,0.158613568967907,0.0
1000,2,1.75,1.0,4,Smax,0.06550184870532512,0.0
500,3,1.75,1.0,4,Smax,0.16838349608085898,0.0
1000,3,1.75,1.0,4,Smax,0.16886030632597301,0.0
500,4,1.75,1.0,4,Smax,-0.008505626139075925,0.0
1000,4,1.75,1.0,4,Smax,0.003297958270540813,0.0
500,1,0.75,1.4142135623730951,4,Smax,0.037648285099845004,0.0
1000,1,0.75,1.4142135623730951,4,Smax,0.038091437451026555,0.0
500,2,0.75,1.4142135623730951,4,Smax,-0.14770582254727888,0.0
1000,2,0.75,1.4142135623730951,4,Smax,-0.07199656157655303,0.0
500,3,0.75,1.4142135623730951,4,Smax,0.2550460651035849,0.0
1000,3,0.75,1.4142135623730951,4,Smax,0.09620381720700005,0.0
500,4,0.75,1.4142135623730951,4,Smax,-0.1937756015147303,0.0
1000,4,0.75,1.4142135623730951,4,Smax,-0.13469443161397973,0.0
500,1,1.75,1.4142135623730951,4,Smax,-0.1798273370406433,0.0
1000,1,1.75,1.4142135623730951,4,Smax,0.14600191817967012,0.0
500,2,1.75,1.4142135623730951,4,Smax,0.04603068456224047,0.0
1000,2,1.75,1.4142135623730951,4,Smax,0.19273461804939693,0.0
500,3,1.75,1.4142135623730951,4,Smax,0.2750095297241144,0.0
1000,3,1.75,1.4142135623730951,4,Smax,0.21548200659883632,0.0
500,4,1.75,1.4142135623730951,4,Smax,0.05951997550969709,0.0
1000,4,1.75,1.4142135623730951,4,Smax,-0.1403741987999263,0.0
500,1,0.75,1.0,5,Smax,-0.025053720624715354,0.0
1000,1,0.75,1.0,5,Smax,0.06726665911572832,0.0
500,2,0.75,1.0,5,Smax,-0.16961299428090545,0.0
1000,2,0.75,1.0,5,Smax,-0.05996698210667608,0.0
500,3,0.75,1.0,5,Smax,-0.08340503118687959,0.0
1000,3,0.75,1.0,5,Smax,0.11412410575339338,0.0
500,4,0.75,1.0,5,Smax,0.0742643983079078,0.0
1000,4,0.75,1.0,5,Smax,0.0559705348402233,0.0
500,1,1.75,1.0,5,Smax,-0.04389958889595794,0.0
1000,1,1.75,1.0,5,Smax,0.08490267799463427,0.0
500,2,1.75,1.0,5,Smax,0.20215459286053342,0.0
1000,2,1.75,1.0,5,Smax,0.0463385942726221,0.0
500,3,1.75,1.0,5,Smax,0.3230804113408664,0.0
1000,3,1.75,1.0,5,Smax,0.12877959066612174,0.0
500,4,1.75,1.0,5,Smax,0.026425944983924053,0.0
1000,4,1.75,1.0,5,Smax,-0.078165122151999,0.0
500,1,0.75,1.4142135623730951,5,Smax,0.05245253917638511,0.0
1000,1,0.75,1.4142135623730951,5,Smax,0.06874515919828252,0.0
500,2,0.75,1.4142135623730951,5,Smax,-0.2523417885938794,0.0
1000,2,0.75,1.4142135623730951,5,Smax,0.020846802051543545,0.0
500,3,0.75,1.4142135623730951,5,Smax,0.2719857362236817,0.0
1000,3,0.75,1.4142135623730951,5,Smax,0.012071387527002918,0.0
500,4,0.75,1.4142135623730951,5,Smax,0.13544947729965426,0.0
1000,4,0.75,1.4142135623730951,5,Smax,0.040148437406494146,0.0
500,1,1.75,1.4142135623730951,5,Smax,0.24702530160773267,0.0
1000,1,1.75,1.4142135623730951,5,Smax,-0.06063330844916781,0.0
500,2,1.75,1.4142135623730951,5,Smax,0.03234739090190136,0.0
1000,2,1.75,1.4142135623730951,5,Smax,0.07320725714953816,0.0
500,3,1.75,1.4142135623730951,5,Smax,-0.2378425249550167,0.0
1000,3,1.75,1.4142135623730951,5,Smax,0.09812610378251012,0.0
500,4,1.75,1.4142135623730951,5,Smax,0.1635903865927956,0.0
1000,4,1.75,1.4142135623730951,5,Smax,0.07239296391909641,0.0
500,1,0.75,1.0,6,Smax,-0.03286702867806277,0.0
1000,1,0.75,1.0,6,Smax,-0.0755669172808927,0.0
500,2,0.75,1.0,6,Smax,0.1580333233606205,0.0
1000,2,0.75,1.0,6,Smax,0.012988285689996836,0.0
500,3,0.75,1.0,6,Smax,0.19286721763627487,0.0
1000,3,0.75,1.0,6,Smax,0.2287537419936634,0.0
500,4,0.75,1.0,6,Smax,0.01848197124922634,0.0
1000,4,0.75,1.0,6,Smax,-0.10445322623531264,0.0
500,1,1.75,1.0,6,Smax,-0.08867762340068742,0.0
1000,1,1.75,1.0,6,Smax,-0.12359283299784496,0.0
500,2,1.75,1.0,6,Smax,-0.11888875698052162,0.0
1000,2,1.75,1.0,6,Smax,-0.03819430322923925,0.0
500,3,1.75,1.0,6,Smax,0.3494786974692771,0.0
1000,3,1.75,1.0,6,Smax,-0.07160614500114472,0.0
500,4,1.75,1.0,6,Smax,-0.2907229919458524,0.0
1000,4,1.75,1.0,6,Smax,0.0887538794931193,0.0
500,1,0.75,1.4142135623730951,6,Smax,-0.05064021746377879,0.0
1000,1,0.75,1.4142135623730951,6,Smax,-0.14114610615246936,0.0
500,2,0.75,1.4142135623730951,6,Smax,0.3022870226568206,0.0
1000,2,0.75,1.4142135623730951,6,Smax,-0.024832809994209285,0.0
500,3,0.75,1.4142135623730951,6,Smax,0.16072402999460045,0.0
1000,3,0.75,1.4142135623730951,6,Smax,0.04120623140646995,0.0
500,4,0.75,1.4142135623730951,6,Smax,0.0719246833606409,0.0
1000,4,0.75,1.4142135623730951,6,Smax,-0.07710817085726275,0.0
500,1,1.75,1.4142135623730951,6,Smax,-0.17273670763372662,0.0
1000,1,1.75,1.4142135623730951,6,Smax,0.128027278990192,0.0
500,2,1.75,1.4142135623730951,6,Smax,0.06637877101061444,0.0
1000,2,1.75,1.4142135623730951,6,Smax,0.025318743006492117,0.0
500,3,1.75,1.4142135623730951,6,Smax,-0.02356917110073356,0.0
1000,3,1.75,1.4142135623730951,6,Smax,0.12888640763535134,0.0
500,4,1.75,1.4142135623730951,6,Smax,0.10302238452589521,0.0
1000,4,1.75,1.4142135623730951,6,Smax,-0.009448376997408199,0.0
500,1,0.75,1.0,7,Smax,-0.02165444177998724,0.0
1000,1,0.75,1.0,7,Smax,-0.13015663683210216,0.0
500,2,0.75,1.0,7,Smax,-0.05445884038419296,0.0
1000,2,0.75,1.0,7,Smax,-0.027898123052106445,0.0
500,3,0.75,1.0,7,Smax,-0.289522127310005,0.0
1000,3,0.75,1.0,7,Smax,0.13205664383719135,0.0
500,4,0.75,1.0,7,Smax,0.10120042910784552,0.0
1000,4,0.75,1.0,7,Smax,-0.02606285850240081,0.0
500,1,1.75,1.0,7,Smax,-0.11225133560788172,0.0
1000,1,1.75,1.0,7,Smax,-0.022622506356872674,0.0
500,2,1.75,1.0,7,Smax,-0.0813525803668462,0.0
1000,2,1.75,1.0,7,Smax,-0.03194234099035948,0.0
500,3,1.75,1.0,7,Smax,-0.09151946334253744,0.0
1000,3,1.75,1.0,7,Smax,0.17065452155154281,0.0
500,4,1.75,1.0,7,Smax,-0.06474819200988081,0.0
1000,4,1.75,1.0,7,Smax,-0.011123587979659937,0.0
500,1,0.75,1.4142135623730951,7,Smax,-0.1126482604332572,0.0
1000,1,0.75,1.4142135623730951,7,Smax,0.018465027784446746,0.0
500,2,0.75,1.4142135623730951,7,Smax,0.1644781436516132,0.0
1000,2,0.75,1.4142135623730951,7,Smax,-0.12269158066412539,0.0
500,3,0.75,1.4142135623730951,7,Smax,0.18369336124690455,0.0
1000,3,0.75,1.4142135623730951,7,Smax,-0.03136724380417971,0.0
500,4,0.75,1.4142135623730951,7,Smax,-0.02251151553868724,0.0
1000,4,0.75,1.4142135623730951,7,Smax,-0.02920021345373289,0.0
500,1,1.75,1.4142135623730951,7,Smax,-0.0984640212175098,0.0
1000,1,1.75,1.4142135623730951,7,Smax,-0.1599573529144154,0.0
500,2,1.75,1.4142135623730951,7,Smax,-0.035392950440553156,0.0
1000,2,1.75,1.4142135623730951,7,Smax,0.05971449424849081,0.0
500,3,1.75,1.4142135623730951,7,Smax,0.2457505597022516,0.0
1000,3,1.75,1.4142135623730951,7,Smax,0.032521410403113564,0.0
500,4,1.75,1.4142135623730951,7,Smax,-0.16474930407379373,0.0
1000,4,1.75,1.4142135623730951,7,Smax,0.22076694454954401,0.0
500,1,0.75,1.0,8,Smax,-0.01381606236468956,0.0
1000,1,0.75,1.0,8,Smax,-0.08178840124337214,0.0
500,2,0.75,1.0,8,Smax,-0.05288992259274597,0.0
1000,2,0.75,1.0,8,Smax,0.04224578877709469,0.0
500,3,0.75,1.0,8,Smax,0.016785087225733464,0.0
1000,3,0.75,1.0,8,Smax,0.11410190473096757,0.0
500,4,0.75,1.0,8,Smax,-0.14462215773349713,0.0
1000,4,0.75,1.0,8,Smax,-0.06800462655637675,0.0
500,1,1.75,1.0,8,Smax,-0.09845803915608695,0.0
1000,1,1.75,1.0,8,Smax,-0.044822271200351954,0.0
500,2,1.75,1.0,8,Smax,0.008720500851307426,0.0
1000,2,1.75,1.0,8,Smax,0.07520509410172234,0.0
500,3,1.75,1.0,8,Smax,0.2722996679294796,0.0
1000,3,1.75,1.0,8,Smax,0.19842768547314718,0.0
500,4,1.75,1.0,8,Smax,-0.1076700645965849,0.0
1000,4,1.75,1.0,8,Smax,-0.10110234510609692,0.0
500,1,0.75,1.4142135623730951,8,Smax,0.01877471798921855,0.0
1000,1,0.75,1.4142135623730951,8,Smax,0.11553025866718093,0.0
500,2,0.75,1.4142135623730951,8,Smax,-0.11424112005829877,0.0
1000,2,0.75,1.4142135623730951,8,Smax,0.1359062772629455,0.0
500,3,0.75,1.4142135623730951,8,Smax,1.1728325359454568e-5,0.0
1000,3,0.75,1.4142135623730951,8,Smax,-0.11086831106788762,0.0
500,4,0.75,1.4142135623730951,8,Smax,0.009543103078642794,0.0
1000,4,0.75,1.4142135623730951,8,Smax,-0.06803159160106105,0.0
500,1,1.75,1.4142135623730951,8,Smax,0.14388856949896264,0.0
1000,1,1.75,1.4142135623730951,8,Smax,0.0687921507903688,0.0
500,2,1.75,1.4142135623730951,8,Smax,-0.045991457623981144,0.0
1000,2,1.75,1.4142135623730951,8,Smax,0.239575682917328,0.0
500,3,1.75,1.4142135623730951,8,Smax,0.2915098237805944,0.0
1000,3,1.75,1.4142135623730951,8,Smax,0.2641266180050512,0.0
500,4,1.75,1.4142135623730951,8,Smax,0.21675763495501632,0.0
1000,4,1.75,1.4142135623730951,8,Smax,0.08197879740949862,0.0
500,1,0.75,1.0,9,Smax,-0.12866053673243452,0.0
1000,1,0.75,1.0,9,Smax,-0.07148588950365642,0.0
500,2,0.75,1.0,9,Smax,0.08690961034041295,0.0
1000,2,0.75,1.0,9,Smax,0.13242298271768135,0.0
500,3,0.75,1.0,9,Smax,0.2867158717790277,0.0
1000,3,0.75,1.0,9,Smax,0.2431803108593497,0.0
500,4,0.75,1.0,9,Smax,-0.03525467951526413,0.0
1000,4,0.75,1.0,9,Smax,-0.015234058539634873,0.0
500,1,1.75,1.0,9,Smax,0.09256646019381379,0.0
1000,1,1.75,1.0,9,Smax,0.12561694687245986,0.0
500,2,1.75,1.0,9,Smax,0.14549302228718902,0.0
1000,2,1.75,1.0,9,Smax,0.06669080844456854,0.0
500,3,1.75,1.0,9,Smax,0.37729602952772856,0.0
1000,3,1.75,1.0,9,Smax,-0.21069130427078325,0.0
500,4,1.75,1.0,9,Smax,-0.15468803242285317,0.0
1000,4,1.75,1.0,9,Smax,-0.052596057092723726,0.0
500,1,0.75,1.4142135623730951,9,Smax,-0.03584698553891901,0.0
1000,1,0.75,1.4142135623730951,9,Smax,-0.07311110046334016,0.0
500,2,0.75,1.4142135623730951,9,Smax,0.05787578093543696,0.0
1000,2,0.75,1.4142135623730951,9,Smax,0.15840993116461546,0.0
500,3,0.75,1.4142135623730951,9,Smax,0.23048445845416377,0.0
1000,3,0.75,1.4142135623730951,9,Smax,0.06309938605511985,0.0
500,4,0.75,1.4142135623730951,9,Smax,-0.1010139636644705,0.0
1000,4,0.75,1.4142135623730951,9,Smax,0.03995638346925524,0.0
500,1,1.75,1.4142135623730951,9,Smax,0.08115745134311626,0.0
1000,1,1.75,1.4142135623730951,9,Smax,0.13218197908526325,0.0
500,2,1.75,1.4142135623730951,9,Smax,0.1751880554375217,0.0
1000,2,1.75,1.4142135623730951,9,Smax,-0.028421140217806805,0.0
500,3,1.75,1.4142135623730951,9,Smax,0.38596272889992644,0.0
1000,3,1.75,1.4142135623730951,9,Smax,0.12840350948937354,0.0
500,4,1.75,1.4142135623730951,9,Smax,0.039887832017609495,0.0
1000,4,1.75,1.4142135623730951,9,Smax,-0.20202782392398036,0.0
500,1,0.75,1.0,10,Smax,0.0328804803527038,0.0
1000,1,0.75,1.0,10,Smax,0.10074120070164488,0.0
500,2,0.75,1.0,10,Smax,0.013022837352782987,0.0
1000,2,0.75,1.0,10,Smax,0.08383671468050673,0.0
500,3,0.75,1.0,10,Smax,0.033141529813578735,0.0
1000,3,0.75,1.0,10,Smax,0.02752185015204647,0.0
500,4,0.75,1.0,10,Smax,0.07703811685137196,0.0
1000,4,0.75,1.0,10,Smax,-0.08242488319775298,0.0
500,1,1.75,1.0,10,Smax,0.17666874706004673,0.0
1000,1,1.75,1.0,10,Smax,-0.05666290719285334,0.0
500,2,1.75,1.0,10,Smax,-0.22964987243676097,0.0
1000,2,1.75,1.0,10,Smax,-0.05217939968752212,0.0
500,3,1.75,1.0,10,Smax,-0.06937419389641845,0.0
1000,3,1.75,1.0,10,Smax,0.17559626596667127,0.0
500,4,1.75,1.0,10,Smax,-0.15578707826795832,0.0
1000,4,1.75,1.0,10,Smax,-0.05157910327464727,0.0
500,1,0.75,1.4142135623730951,10,Smax,0.03281950957147213,0.0
1000,1,0.75,1.4142135623730951,10,Smax,-0.04570351847701421,0.0
500,2,0.75,1.4142135623730951,10,Smax,0.20916167994568624,0.0
1000,2,0.75,1.4142135623730951,10,Smax,-0.036972720422357115,0.0
500,3,0.75,1.4142135623730951,10,Smax,0.1879297881773283,0.0
1000,3,0.75,1.4142135623730951,10,Smax,0.0905441712267782,0.0
500,4,0.75,1.4142135623730951,10,Smax,-0.14435418665606067,0.0
1000,4,0.75,1.4142135623730951,10,Smax,-0.0821893652744839,0.0
500,1,1.75,1.4142135623730951,10,Smax,-0.04976466745649295,0.0
1000,1,1.75,1.4142135623730951,10,Smax,0.08504231523916865,0.0
500,2,1.75,1.4142135623730951,10,Smax,0.3253472721751709,0.0
1000,2,1.75,1.4142135623730951,10,Smax,0.17001318604236917,0.0
500,3,1.75,1.4142135623730951,10,Smax,-0.08160379450278167,0.0
1000,3,1.75,1.4142135623730951,10,Smax,-0.02514658285468461,0.0
500,4,1.75,1.4142135623730951,10,Smax,0.22855536314534183,0.0
1000,4,1.75,1.4142135623730951,10,Smax,0.0641832136758867,0.0
500,1,0.75,1.0,11,Smax,-0.031616257982933924,0.0
1000,1,0.75,1.0,11,Smax,0.008194424125798142,0.0
500,2,0.75,1.0,11,Smax,0.19865559104564942,0.0
1000,2,0.75,1.0,11,Smax,0.18302590836430566,0.0
500,3,0.75,1.0,11,Smax,0.10219576388211037,0.0
1000,3,0.75,1.0,11,Smax,-0.0980254382280528,0.0
500,4,0.75,1.0,11,Smax,-0.10361439926464223,0.0
1000,4,0.75,1.0,11,Smax,0.05604434097521742,0.0
500,1,1.75,1.0,11,Smax,-0.0471261926460667,0.0
1000,1,1.75,1.0,11,Smax,0.043307836196571574,0.0
500,2,1.75,1.0,11,Smax,0.010199822110548963,0.0
1000,2,1.75,1.0,11,Smax,0.11090380616005982,0.0
500,3,1.75,1.0,11,Smax,-0.07358558385848282,0.0
1000,3,1.75,1.0,11,Smax,0.05374695206617086,0.0
500,4,1.75,1.0,11,Smax,-0.03811849251781603,0.0
1000,4,1.75,1.0,11,Smax,0.07290616992876359,0.0
500,1,0.75,1.4142135623730951,11,Smax,-0.09000924751156662,0.0
1000,1,0.75,1.4142135623730951,11,Smax,0.13598895795801938,0.0
500,2,0.75,1.4142135623730951,11,Smax,0.1600326279358234,0.0
1000,2,0.75,1.4142135623730951,11,Smax,-0.025485001454509104,0.0
500,3,0.75,1.4142135623730951,11,Smax,0.19346842017510046,0.0
1000,3,0.75,1.4142135623730951,11,Smax,0.1294461566438767,0.0
500,4,0.75,1.4142135623730951,11,Smax,-0.047759721545685106,0.0
1000,4,0.75,1.4142135623730951,11,Smax,0.14312724277150835,0.0
500,1,1.75,1.4142135623730951,11,Smax,0.16785816034223774,0.0
1000,1,1.75,1.4142135623730951,11,Smax,-0.1818980903257737,0.0
500,2,1.75,1.4142135623730951,11,Smax,-0.10313956352808354,0.0
1000,2,1.75,1.4142135623730951,11,Smax,0.14829542560601144,0.0
500,3,1.75,1.4142135623730951,11,Smax,0.1895160310976855,0.0
1000,3,1.75,1.4142135623730951,11,Smax,0.14998219803435284,0.0
500,4,1.75,1.4142135623730951,11,Smax,-0.04707608040314631,0.0
1000,4,1.75,1.4142135623730951,11,Smax,0.16735638195748137,0.0
500,1,0.75,1.0,12,Smax,-0.009712378334564647,0.0
1000,1,0.75,1.0,12,Smax,0.06971336261983407,0.0
500,2,0.75,1.0,12,Smax,0.2741450478046043,0.0
1000,2,0.75,1.0,12,Smax,0.03789526749169536,0.0
500,3,0.75,1.0,12,Smax,0.051016531763584186,0.0
1000,3,0.75,1.0,12,Smax,0.03935070852168079,0.0
500,4,0.75,1.0,12,Smax,-0.23182165486254303,0.0
1000,4,0.75,1.0,12,Smax,-0.11453289941695691,0.0
500,1,1.75,1.0,12,Smax,0.18892447938039778,0.0
1000,1,1.75,1.0,12,Smax,0.005371097772967542,0.0
500,2,1.75,1.0,12,Smax,0.05222136460172953,0.0
1000,2,1.75,1.0,12,Smax,0.09530125706465666,0.0
500,3,1.75,1.0,12,Smax,0.044490550227539734,0.0
1000,3,1.75,1.0,12,Smax,-0.12948369524828537,0.0
500,4,1.75,1.0,12,Smax,-0.20198083095563388,0.0
1000,4,1.75,1.0,12,Smax,0.19687245241807858,0.0
500,1,0.75,1.4142135623730951,12,Smax,0.06160072991369883,0.0
1000,1,0.75,1.4142135623730951,12,Smax,0.051270491735423085,0.0
500,2,0.75,1.4142135623730951,12,Smax,0.0073732129515141145,0.0
1000,2,0.75,1.4142135623730951,12,Smax,0.04857794493590646,0.0
500,3,0.75,1.4142135623730951,12,Smax,0.24078405829645952,0.0
1000,3,0.75,1.4142135623730951,12,Smax,-0.08761121421092657,0.0
500,4,0.75,1.4142135623730951,12,Smax,0.08179592597692506,0.0
1000,4,0.75,1.4142135623730951,12,Smax,-0.11291579057534912,0.0
500,1,1.75,1.4142135623730951,12,Smax,0.03337256018720051,0.0
1000,1,1.75,1.4142135623730951,12,Smax,0.00047680425192239966,0.0
500,2,1.75,1.4142135623730951,12,Smax,-0.044046603400401826,0.0
1000,2,1.75,1.4142135623730951,12,Smax,0.06926327695354804,0.0
500,3,1.75,1.4142135623730951,12,Smax,0.11207150153619157,0.0
1000,3,1.75,1.4142135623730951,12,Smax,0.04465413548018212,0.0
500,4,1.75,1.4142135623730951,12,Smax,0.08718950661737902,0.0
1000,4,1.75,1.4142135623730951,12,Smax,-0.1733975075632302,0.0
500,1,0.75,1.0,13,Smax,-0.0200065630500424,0.0
1000,1,0.75,1.0,13,Smax,0.11170960410086574,0.0
500,2,0.75,1.0,13,Smax,-0.0313653947287081,0.0
1000,2,0.75,1.0,13,Smax,-0.044046559277895254,0.0
500,3,0.75,1.0,13,Smax,0.2549746477110449,0.0
1000,3,0.75,1.0,13,Smax,0.07643993958047539,0.0
500,4,0.75,1.0,13,Smax,0.014772762234909389,0.0
1000,4,0.75,1.0,13,Smax,-0.05582704346217407,0.0
500,1,1.75,1.0,13,Smax,-0.06701113249540076,0.0
1000,1,1.75,1.0,13,Smax,-0.011307985566867115,0.0
500,2,1.75,1.0,13,Smax,-0.11333987088223899,0.0
1000,2,1.75,1.0,13,Smax,0.13899248435216843,0.0
500,3,1.75,1.0,13,Smax,-0.16916801134737044,0.0
1000,3,1.75,1.0,13,Smax,0.0656444899860686,0.0
500,4,1.75,1.0,13,Smax,-0.10327546124524382,0.0
1000,4,1.75,1.0,13,Smax,0.19730063818460164,0.0
500,1,0.75,1.4142135623730951,13,Smax,-0.04798481202727659,0.0
1000,1,0.75,1.4142135623730951,13,Smax,-0.023396701495273953,0.0
500,2,0.75,1.4142135623730951,13,Smax,0.18200415626403232,0.0
1000,2,0.75,1.4142135623730951,13,Smax,0.17612823135782,0.0
500,3,0.75,1.4142135623730951,13,Smax,0.2005002263830874,0.0
1000,3,0.75,1.4142135623730951,13,Smax,0.08230944992228428,0.0
