N,d,l,o,r,m,estimate,target
500,1,1.75,1.0,2,Sfit,0.03827684415628776,0.0
1000,1,1.75,1.0,2,Sfit,0.036381631439939305,0.0
500,2,1.75,1.0,2,Sfit,-0.030779984108798897,0.0
1000,2,1.75,1.0,2,Sfit,0.06703314091409684,0.0
500,3,1.75,1.0,2,Sfit,0.014393593920067338,0.0
1000,3,1.75,1.0,2,Sfit,0.07821369461454265,0.0
500,4,1.75,1.0,2,Sfit,0.05780518982418671,0.0
1000,4,1.75,1.0,2,Sfit,-0.025876523770512225,0.0
500,1,0.75,1.4142135623730951,2,Sfit,-0.08879236907775079,0.0
1000,1,0.75,1.4142135623730951,2,Sfit,0.006199116775253994,0.0
500,2,0.75,1.4142135623730951,2,Sfit,0.058362007889910576,0.0
1000,2,0.75,1.4142135623730951,2,Sfit,0.013567927575999712,0.0
500,3,0.75,1.4142135623730951,2,Sfit,0.013226045610179857,0.0
1000,3,0.75,1.4142135623730951,2,Sfit,0.0663295422738009,0.0
500,4,0.75,1.4142135623730951,2,Sfit,0.09241883121823903,0.0
1000,4,0.75,1.4142135623730951,2,Sfit,-0.16512385712592786,0.0
500,1,1.75,1.4142135623730951,2,Sfit,-0.010647402899471824,0.0
1000,1,1.75,1.4142135623730951,2,Sfit,-0.015788328975768377,0.0
500,2,1.75,1.4142135623730951,2,Sfit,0.1676431311242517,0.0
1000,2,1.75,1.4142135623730951,2,Sfit,0.07719251688521368,0.0
500,3,1.75,1.4142135623730951,2,Sfit,0.10964454539025985,0.0
1000,3,1.75,1.4142135623730951,2,Sfit,0.0729432485003522,0.0
500,4,1.75,1.4142135623730951,2,Sfit,-0.07003875366432345,0.0
1000,4,1.75,1.4142135623730951,2,Sfit,-0.1564525855967933,0.0
500,1,0.75,1.0,3,Sfit,-0.03799356912257399,0.0
1000,1,0.75,1.0,3,Sfit,0.06783418067406359,0.0
500,2,0.75,1.0,3,Sfit,0.179198919158544,0.0
1000,2,0.75,1.0,3,Sfit,0.11230831554319641,0.0
500,3,0.75,1.0,3,Sfit,0.03569308484885894,0.0
1000,3,0.75,1.0,3,Sfit,0.23655903002992576,0.0
500,4,0.75,1.0,3,Sfit,-0.05835010976556018,0.0
1000,4,0.75,1.0,3,Sfit,0.10418437417434352,0.0
500,1,1.75,1.0,3,Sfit,-0.10342029733286617,0.0
1000,1,1.75,1.0,3,Sfit,0.026092366434489565,0.0
500,2,1.75,1.0,3,Sfit,0.08819397583188417,0.0
1000,2,1.75,1.0,3,Sfit,-0.1571830462785357,0.0
500,3,1.75,1.0,3,Sfit,0.16569700765881498,0.0
1000,3,1.75,1.0,3,Sfit,0.22098039417796486,0.0
500,4,1.75,1.0,3,Sfit,-0.0826659971504014,0.0
1000,4,1.75,1.0,3,Sfit,0.04538211518285445,0.0
500,1,0.75,1.4142135623730951,3,Sfit,0.013362989711655147,0.0
1000,1,0.75,1.4142135623730951,3,Sfit,-0.09325950065735547,0.0
500,2,0.75,1.4142135623730951,3,Sfit,0.1541574796777667,0.0
1000,2,0.75,1.4142135623730951,3,Sfit,0.0756182406679001,0.0
500,3,0.75,1.4142135623730951,3,Sfit,0.029669868343757788,0.0
1000,3,0.75,1.4142135623730951,3,Sfit,-0.007976423579412608,0.0
500,4,0.75,1.4142135623730951,3,Sfit,-0.24157147445602647,0.0
1000,4,0.75,1.4142135623730951,3,Sfit,0.14940607842005088,0.0
500,1,1.75,1.4142135623730951,3,Sfit,-0.10918308020655344,0.0
1000,1,1.75,1.4142135623730951,3,Sfit,-0.13180697751889306,0.0
500,2,1.75,1.4142135623730951,3,Sfit,0.3983932880090104,0.0
1000,2,1.75,1.4142135623730951,3,Sfit,-0.022992967387331732,0.0
500,3,1.75,1.4142135623730951,3,Sfit,0.059938094589458396,0.0
1000,3,1.75,1.4142135623730951,3,Sfit,0.16332753828622482,0.0
500,4,1.75,1.4142135623730951,3,Sfit,-0.002194817434201579,0.0
1000,4,1.75,1.4142135623730951,3,Sfit,0.09307984101199177,0.0
500,1,0.75,1.0,4,Sfit,-0.05582830815578764,0.0
1000,1,0.75,1.0,4,Sfit,0.05396341138123506,0.0
500,2,0.75,1.0,4,Sfit,0.164091622440401,0.0
1000,2,0.75,1.0,4,Sfit,0.07504880278096443,0.0
500,3,0.75,1.0,4,Sfit,0.07655728572620916,0.0
1000,3,0.75,1.0,4,Sfit,0.12544214407051246,0.0
500,4,0.75,1.0,4,Sfit,-0.12369532948008857,0.0
1000,4,0.75,1.0,4,Sfit,-0.17926914673654148,0.0
500,1,1.75,1.0,4,Sfit,-0.041967192244025224,0.0
1000,1,1.75,1.0,4,Sfit,-0.013295715312128895,0.0
500,2,1.75,1.0,4,Sfit,0.17631571239386204,0.0
1000,2,1.75,1.0,4,Sfit,0.07778943654872054,0.0
500,3,1.75,1.0,4,Sfit,0.16337722383285966,0.0
1000,3,1.75,1.0,4,Sfit,0.16504166199559797,0.0
500,4,1.75,1.0,4,Sfit,-0.0029090774199893566,0.0
1000,4,1.75,1.0,4,Sfit,0.011862144441421738,0.0
500,1,0.75,1.4142135623730951,4,Sfit,0.010734313720956581,0.0
1000,1,0.75,1.4142135623730951,4,Sfit,Inf,0.0
500,2,0.75,1.4142135623730951,4,Sfit,-0.12845021445111107,0.0
1000,2,0.75,1.4142135623730951,4,Sfit,-0.052210548220102494,0.0
500,3,0.75,1.4142135623730951,4,Sfit,0.29574401750655815,0.0
1000,3,0.75,1.4142135623730951,4,Sfit,0.12157367517541151,0.0
500,4,0.75,1.4142135623730951,4,Sfit,-0.18388953213139872,0.0
1000,4,0.75,1.4142135623730951,4,Sfit,-0.1253002235684074,0.0
500,1,1.75,1.4142135623730951,4,Sfit,-0.1806303172855272,0.0
1000,1,1.75,1.4142135623730951,4,Sfit,0.1484915638103656,0.0
500,2,1.75,1.4142135623730951,4,Sfit,0.049228433652790886,0.0
1000,2,1.75,1.4142135623730951,4,Sfit,0.16199804924840594,0.0
500,3,1.75,1.4142135623730951,4,Sfit,0.28800595714600874,0.0
1000,3,1.75,1.4142135623730951,4,Sfit,0.259231286009935,0.0
500,4,1.75,1.4142135623730951,4,Sfit,0.049814639817209946,0.0
1000,4,1.75,1.4142135623730951,4,Sfit,-0.1349463936864256,0.0
500,1,0.75,1.0,5,Sfit,-0.027002202118450693,0.0
1000,1,0.75,1.0,5,Sfit,0.072117747461382,0.0
500,2,0.75,1.0,5,Sfit,-0.13765040145644766,0.0
1000,2,0.75,1.0,5,Sfit,-0.05506088580463372,0.0
500,3,0.75,1.0,5,Sfit,-0.008429856131992132,0.0
1000,3,0.75,1.0,5,Sfit,0.10741762397068391,0.0
500,4,0.75,1.0,5,Sfit,0.07061610403811852,0.0
1000,4,0.75,1.0,5,Sfit,0.05969877924351812,0.0
500,1,1.75,1.0,5,Sfit,-0.04399794364782542,0.0
1000,1,1.75,1.0,5,Sfit,0.08717096942656591,0.0
500,2,1.75,1.0,5,Sfit,0.20986925121665287,0.0
1000,2,1.75,1.0,5,Sfit,0.06570383832696698,0.0
500,3,1.75,1.0,5,Sfit,0.3524593070924489,0.0
1000,3,1.75,1.0,5,Sfit,0.10745459612536695,0.0
500,4,1.75,1.0,5,Sfit,0.028955441318108274,0.0
1000,4,1.75,1.0,5,Sfit,-0.06650621085752459,0.0
500,1,0.75,1.4142135623730951,5,Sfit,0.053542006360796576,0.0
1000,1,0.75,1.4142135623730951,5,Sfit,0.06894491795170929,0.0
500,2,0.75,1.4142135623730951,5,Sfit,-0.24829474685123545,0.0
1000,2,0.75,1.4142135623730951,5,Sfit,0.023765333287251864,0.0
500,3,0.75,1.4142135623730951,5,Sfit,0.2765530762640406,0.0
1000,3,0.75,1.4142135623730951,5,Sfit,-0.025850575793620843,0.0
500,4,0.75,1.4142135623730951,5,Sfit,0.12061581264457748,0.0
1000,4,0.75,1.4142135623730951,5,Sfit,0.046825679953731575,0.0
500,1,1.75,1.4142135623730951,5,Sfit,0.24169753917182657,0.0
1000,1,1.75,1.4142135623730951,5,Sfit,-0.05827464769362911,0.0
500,2,1.75,1.4142135623730951,5,Sfit,0.04556693528668074,0.0
1000,2,1.75,1.4142135623730951,5,Sfit,0.042007850612001414,0.0
500,3,1.75,1.4142135623730951,5,Sfit,-0.2176760760691284,0.0
1000,3,1.75,1.4142135623730951,5,Sfit,0.09946982971474373,0.0
500,4,1.75,1.4142135623730951,5,Sfit,0.1629045474690818,0.0
1000,4,1.75,1.4142135623730951,5,Sfit,0.07296937088903496,0.0
500,1,0.75,1.0,6,Sfit,-0.024223522183811207,0.0
1000,1,0.75,1.0,6,Sfit,-0.07472681925093692,0.0
500,2,0.75,1.0,6,Sfit,0.17658405105156919,0.0
1000,2,0.75,1.0,6,Sfit,0.03684729266729139,0.0
500,3,0.75,1.0,6,Sfit,0.19706754927989104,0.0
1000,3,0.75,1.0,6,Sfit,0.25697654659395613,0.0
500,4,0.75,1.0,6,Sfit,0.006756423792359915,0.0
1000,4,0.75,1.0,6,Sfit,-0.0961011235933608,0.0
500,1,1.75,1.0,6,Sfit,-0.0916780724786095,0.0
1000,1,1.75,1.0,6,Sfit,-0.12361286420197715,0.0
500,2,1.75,1.0,6,Sfit,-0.10596763545115015,0.0
1000,2,1.75,1.0,6,Sfit,-0.021416462638127184,0.0
500,3,1.75,1.0,6,Sfit,0.3322797075127513,0.0
1000,3,1.75,1.0,6,Sfit,-0.06532606071193224,0.0
500,4,1.75,1.0,6,Sfit,-0.2829698932698602,0.0
1000,4,1.75,1.0,6,Sfit,0.07657174910561967,0.0
500,1,0.75,1.4142135623730951,6,Sfit,-0.039137134152033605,0.0
1000,1,0.75,1.4142135623730951,6,Sfit,-0.14768733810710993,0.0
500,2,0.75,1.4142135623730951,6,Sfit,0.29130701698489436,0.0
1000,2,0.75,1.4142135623730951,6,Sfit,-0.01300181486937024,0.0
500,3,0.75,1.4142135623730951,6,Sfit,0.15401754859954928,0.0
1000,3,0.75,1.4142135623730951,6,Sfit,0.0610262098708678,0.0
500,4,0.75,1.4142135623730951,6,Sfit,0.07119097378779393,0.0
1000,4,0.75,1.4142135623730951,6,Sfit,-0.06569051226619578,0.0
500,1,1.75,1.4142135623730951,6,Sfit,-0.16938188136208865,0.0
1000,1,1.75,1.4142135623730951,6,Sfit,0.09626503013142296,0.0
500,2,1.75,1.4142135623730951,6,Sfit,0.04916439291002877,0.0
1000,2,1.75,1.4142135623730951,6,Sfit,-0.0016803919850273774,0.0
500,3,1.75,1.4142135623730951,6,Sfit,0.028099390135790443,0.0
1000,3,1.75,1.4142135623730951,6,Sfit,0.13599151699483059,0.0
500,4,1.75,1.4142135623730951,6,Sfit,0.11040066883606478,0.0
1000,4,1.75,1.4142135623730951,6,Sfit,-0.008485659838735775,0.0
500,1,0.75,1.0,7,Sfit,-0.02357057630056333,0.0
1000,1,0.75,1.0,7,Sfit,-0.1329087698769445,0.0
500,2,0.75,1.0,7,Sfit,-0.03458903604272117,0.0
1000,2,0.75,1.0,7,Sfit,-0.0015238947189343123,0.0
500,3,0.75,1.0,7,Sfit,-0.2631522052199699,0.0
1000,3,0.75,1.0,7,Sfit,0.15741963662422145,0.0
500,4,0.75,1.0,7,Sfit,0.0760947975893565,0.0
1000,4,0.75,1.0,7,Sfit,-0.014362982287812564,0.0
500,1,1.75,1.0,7,Sfit,-0.1111471379477085,0.0
1000,1,1.75,1.0,7,Sfit,-0.029182299014976893,0.0
500,2,1.75,1.0,7,Sfit,-0.04829384490262791,0.0
1000,2,1.75,1.0,7,Sfit,-0.019126485799857866,0.0
500,3,1.75,1.0,7,Sfit,-0.06402831379089652,0.0
1000,3,1.75,1.0,7,Sfit,0.171213675889405,0.0
500,4,1.75,1.0,7,Sfit,-0.07724652390867735,0.0
1000,4,1.75,1.0,7,Sfit,-0.024422735277621326,0.0
500,1,0.75,1.4142135623730951,7,Sfit,-0.1058530720980453,0.0
1000,1,0.75,1.4142135623730951,7,Sfit,0.021568354966966616,0.0
500,2,0.75,1.4142135623730951,7,Sfit,0.20991774968448604,0.0
1000,2,0.75,1.4142135623730951,7,Sfit,-0.05633255319677911,0.0
500,3,0.75,1.4142135623730951,7,Sfit,0.18559264515247575,0.0
1000,3,0.75,1.4142135623730951,7,Sfit,0.014516870046634565,0.0
500,4,0.75,1.4142135623730951,7,Sfit,-0.000753671028350179,0.0
1000,4,0.75,1.4142135623730951,7,Sfit,-0.028391277347296632,0.0
500,1,1.75,1.4142135623730951,7,Sfit,-0.09992997614422977,0.0
1000,1,1.75,1.4142135623730951,7,Sfit,-0.15835855313578204,0.0
500,2,1.75,1.4142135623730951,7,Sfit,-0.02809898373164066,0.0
1000,2,1.75,1.4142135623730951,7,Sfit,0.029013578234910638,0.0
500,3,1.75,1.4142135623730951,7,Sfit,0.2854051945183579,0.0
1000,3,1.75,1.4142135623730951,7,Sfit,0.10320444105320091,0.0
500,4,1.75,1.4142135623730951,7,Sfit,-0.17019450885260173,0.0
1000,4,1.75,1.4142135623730951,7,Sfit,0.21765963246372497,0.0
500,1,0.75,1.0,8,Sfit,-0.00589617426428934,0.0
1000,1,0.75,1.0,8,Sfit,-0.07426307208243851,0.0
500,2,0.75,1.0,8,Sfit,-0.04974940414338844,0.0
1000,2,0.75,1.0,8,Sfit,0.042803991041929695,0.0
500,3,0.75,1.0,8,Sfit,0.07042912172314639,0.0
1000,3,0.75,1.0,8,Sfit,0.08853636817604466,0.0
500,4,0.75,1.0,8,Sfit,-0.15569054425816825,0.0
1000,4,0.75,1.0,8,Sfit,Inf,0.0
500,1,1.75,1.0,8,Sfit,-0.09581355980152603,0.0
1000,1,1.75,1.0,8,Sfit,-0.031791602185583856,0.0
500,2,1.75,1.0,8,Sfit,0.051997024889886403,0.0
1000,2,1.75,1.0,8,Sfit,0.11445954764478647,0.0
500,3,1.75,1.0,8,Sfit,0.23716020988756342,0.0
1000,3,1.75,1.0,8,Sfit,0.13486270927065414,0.0
500,4,1.75,1.0,8,Sfit,-0.09435963848106715,0.0
1000,4,1.75,1.0,8,Sfit,-0.09154493718946485,0.0
500,1,0.75,1.4142135623730951,8,Sfit,0.018766434765895693,0.0
1000,1,0.75,1.4142135623730951,8,Sfit,0.11451944464895548,0.0
500,2,0.75,1.4142135623730951,8,Sfit,-0.07940111577279645,0.0
1000,2,0.75,1.4142135623730951,8,Sfit,0.1466636544718584,0.0
500,3,0.75,1.4142135623730951,8,Sfit,-0.02221234159174087,0.0
1000,3,0.75,1.4142135623730951,8,Sfit,-0.10549203475788481,0.0
500,4,0.75,1.4142135623730951,8,Sfit,0.006970439509595038,0.0
1000,4,0.75,1.4142135623730951,8,Sfit,-0.06613713598781622,0.0
500,1,1.75,1.4142135623730951,8,Sfit,0.11659827316104583,0.0
1000,1,1.75,1.4142135623730951,8,Sfit,0.06922954342954653,0.0
500,2,1.75,1.4142135623730951,8,Sfit,-0.0212051152873413,0.0
1000,2,1.75,1.4142135623730951,8,Sfit,0.20590018432779628,0.0
500,3,1.75,1.4142135623730951,8,Sfit,0.2520880826062233,0.0
1000,3,1.75,1.4142135623730951,8,Sfit,0.2233395902013747,0.0
500,4,1.75,1.4142135623730951,8,Sfit,0.20302667002578684,0.0
1000,4,1.75,1.4142135623730951,8,Sfit,0.068531850953306,0.0
500,1,0.75,1.0,9,Sfit,-0.1302189016950211,0.0
1000,1,0.75,1.0,9,Sfit,-0.07065456838694803,0.0
500,2,0.75,1.0,9,Sfit,0.0738212289614212,0.0
1000,2,0.75,1.0,9,Sfit,0.14748298260744794,0.0
500,3,0.75,1.0,9,Sfit,0.3197606142538855,0.0
1000,3,0.75,1.0,9,Sfit,0.26828586488644085,0.0
500,4,0.75,1.0,9,Sfit,-0.024572778826111308,0.0
1000,4,0.75,1.0,9,Sfit,-0.027793008176894143,0.0
500,1,1.75,1.0,9,Sfit,0.0833478118406421,0.0
1000,1,1.75,1.0,9,Sfit,0.1274712003454302,0.0
500,2,1.75,1.0,9,Sfit,0.17070104492750549,0.0
1000,2,1.75,1.0,9,Sfit,0.08517070539318296,0.0
500,3,1.75,1.0,9,Sfit,0.41159600418562037,0.0
1000,3,1.75,1.0,9,Sfit,-0.2009832876168391,0.0
500,4,1.75,1.0,9,Sfit,-0.07169908669617439,0.0
1000,4,1.75,1.0,9,Sfit,-0.04162285519332099,0.0
500,1,0.75,1.4142135623730951,9,Sfit,-0.037665333261986865,0.0
1000,1,0.75,1.4142135623730951,9,Sfit,-0.07818442871163832,0.0
500,2,0.75,1.4142135623730951,9,Sfit,0.034684837187176604,0.0
1000,2,0.75,1.4142135623730951,9,Sfit,0.14738294328535623,0.0
500,3,0.75,1.4142135623730951,9,Sfit,0.26601335097369216,0.0
1000,3,0.75,1.4142135623730951,9,Sfit,0.0842384149137231,0.0
500,4,0.75,1.4142135623730951,9,Sfit,-0.08293826469991153,0.0
1000,4,0.75,1.4142135623730951,9,Sfit,0.038843700758439716,0.0
500,1,1.75,1.4142135623730951,9,Sfit,0.08695704726480104,0.0
1000,1,1.75,1.4142135623730951,9,Sfit,0.12120438137510603,0.0
500,2,1.75,1.4142135623730951,9,Sfit,0.19351462868972405,0.0
1000,2,1.75,1.4142135623730951,9,Sfit,Inf,0.0
500,3,1.75,1.4142135623730951,9,Sfit,0.4137920556591551,0.0
1000,3,1.75,1.4142135623730951,9,Sfit,0.21227106258729184,0.0
500,4,1.75,1.4142135623730951,9,Sfit,0.029826565005613134,0.0
1000,4,1.75,1.4142135623730951,9,Sfit,-0.2000108753032144,0.0
500,1,0.75,1.0,10,Sfit,0.03336559815390573,0.0
1000,1,0.75,1.0,10,Sfit,0.10043088933691657,0.0
500,2,0.75,1.0,10,Sfit,0.022437476489367107,0.0
1000,2,0.75,1.0,10,Sfit,0.06193499795353161,0.0
500,3,0.75,1.0,10,Sfit,Inf,0.0
1000,3,0.75,1.0,10,Sfit,-0.013712877470023952,0.0
500,4,0.75,1.0,10,Sfit,0.08790068806476747,0.0
1000,4,0.75,1.0,10,Sfit,-0.08396372618012954,0.0
500,1,1.75,1.0,10,Sfit,0.17891973366264893,0.0
1000,1,1.75,1.0,10,Sfit,-0.057511485382908775,0.0
500,2,1.75,1.0,10,Sfit,-0.2019964287790503,0.0
1000,2,1.75,1.0,10,Sfit,-0.043340758161376926,0.0
500,3,1.75,1.0,10,Sfit,-0.036736165449893846,0.0
1000,3,1.75,1.0,10,Sfit,0.19398668693021642,0.0
500,4,1.75,1.0,10,Sfit,-0.15297245335102808,0.0
1000,4,1.75,1.0,10,Sfit,-0.05692925585440348,0.0
500,1,0.75,1.4142135623730951,10,Sfit,0.030691108088798606,0.0
1000,1,0.75,1.4142135623730951,10,Sfit,-0.04550034703456896,0.0
500,2,0.75,1.4142135623730951,10,Sfit,0.2172104134407174,0.0
1000,2,0.75,1.4142135623730951,10,Sfit,-0.04677349052388959,0.0
500,3,0.75,1.4142135623730951,10,Sfit,Inf,0.0
1000,3,0.75,1.4142135623730951,10,Sfit,0.14004921463301806,0.0
500,4,0.75,1.4142135623730951,10,Sfit,-0.1497511142860559,0.0
1000,4,0.75,1.4142135623730951,10,Sfit,-0.09064129705554654,0.0
500,1,1.75,1.4142135623730951,10,Sfit,-0.04011640055515969,0.0
1000,1,1.75,1.4142135623730951,10,Sfit,0.07705848515405557,0.0
500,2,1.75,1.4142135623730951,10,Sfit,0.3741125234290822,0.0
1000,2,1.75,1.4142135623730951,10,Sfit,0.2009178276015587,0.0
500,3,1.75,1.4142135623730951,10,Sfit,-0.09224194199592527,0.0
1000,3,1.75,1.4142135623730951,10,Sfit,-0.0034574400749375514,0.0
500,4,1.75,1.4142135623730951,10,Sfit,0.19751240359302627,0.0
1000,4,1.75,1.4142135623730951,10,Sfit,0.06916055830715202,0.0
500,1,0.75,1.0,11,Sfit,-0.02924826962058036,0.0
1000,1,0.75,1.0,11,Sfit,0.022234724003784716,0.0
500,2,0.75,1.0,11,Sfit,0.19292943932962672,0.0
1000,2,0.75,1.0,11,Sfit,0.1890991164524595,0.0
500,3,0.75,1.0,11,Sfit,0.1194078503040373,0.0
1000,3,0.75,1.0,11,Sfit,-0.08592864649469938,0.0
500,4,0.75,1.0,11,Sfit,-0.07130126283080261,0.0
1000,4,0.75,1.0,11,Sfit,0.056827450262635096,0.0
500,1,1.75,1.0,11,Sfit,-0.06181643549234755,0.0
1000,1,1.75,1.0,11,Sfit,0.03666037963376936,0.0
500,2,1.75,1.0,11,Sfit,0.0650727243385584,0.0
1000,2,1.75,1.0,11,Sfit,0.14564552044341708,0.0
500,3,1.75,1.0,11,Sfit,-0.09804960686133005,0.0
1000,3,1.75,1.0,11,Sfit,0.09378308744630805,0.0
500,4,1.75,1.0,11,Sfit,-0.024898651221435697,0.0
1000,4,1.75,1.0,11,Sfit,0.05693303886611971,0.0
500,1,0.75,1.4142135623730951,11,Sfit,-0.07230946317595661,0.0
1000,1,0.75,1.4142135623730951,11,Sfit,0.13602748108319326,0.0
500,2,0.75,1.4142135623730951,11,Sfit,0.1843780359981682,0.0
1000,2,0.75,1.4142135623730951,11,Sfit,-0.004474331757976613,0.0
500,3,0.75,1.4142135623730951,11,Sfit,Inf,0.0
1000,3,0.75,1.4142135623730951,11,Sfit,Inf,0.0
500,4,0.75,1.4142135623730951,11,Sfit,-0.045819204420969144,0.0
1000,4,0.75,1.4142135623730951,11,Sfit,0.13703461252883042,0.0
500,1,1.75,1.4142135623730951,11,Sfit,0.18183500895555757,0.0
1000,1,1.75,1.4142135623730951,11,Sfit,-0.1758278805172423,0.0
500,2,1.75,1.4142135623730951,11,Sfit,-0.02576453049320965,0.0
1000,2,1.75,1.4142135623730951,11,Sfit,0.18147803465782592,0.0
500,3,1.75,1.4142135623730951,11,Sfit,0.22184244810286474,0.0
1000,3,1.75,1.4142135623730951,11,Sfit,0.12850037771878767,0.0
500,4,1.75,1.4142135623730951,11,Sfit,-0.04800263210837801,0.0
1000,4,1.75,1.4142135623730951,11,Sfit,0.16501802514952613,0.0
500,1,0.75,1.0,12,Sfit,-0.01004865925664436,0.0
1000,1,0.75,1.0,12,Sfit,0.07490129936458437,0.0
500,2,0.75,1.0,12,Sfit,0.2740970597536327,0.0
1000,2,0.75,1.0,12,Sfit,0.045333261730030494,0.0
500,3,0.75,1.0,12,Sfit,0.07187975482937285,0.0
1000,3,0.75,1.0,12,Sfit,0.02460497733807305,0.0
500,4,0.75,1.0,12,Sfit,-0.25491362975053594,0.0
1000,4,0.75,1.0,12,Sfit,-0.11484703765666285,0.0
500,1,1.75,1.0,12,Sfit,0.18449875320414263,0.0
1000,1,1.75,1.0,12,Sfit,0.01716309722263034,0.0
500,2,1.75,1.0,12,Sfit,0.03437798213040742,0.0
1000,2,1.75,1.0,12,Sfit,0.13332490924992782,0.0
500,3,1.75,1.0,12,Sfit,0.0464973595730896,0.0
1000,3,1.75,1.0,12,Sfit,-0.13050497673398634,0.0
500,4,1.75,1.0,12,Sfit,-0.2019281400630373,0.0
1000,4,1.75,1.0,12,Sfit,0.18639839881471187,0.0
500,1,0.75,1.4142135623730951,12,Sfit,0.05698911420056048,0.0
1000,1,0.75,1.4142135623730951,12,Sfit,0.04286938637336005,0.0
500,2,0.75,1.4142135623730951,12,Sfit,0.10933600952242473,0.0
1000,2,0.75,1.4142135623730951,12,Sfit,0.019725780225310647,0.0
500,3,0.75,1.4142135623730951,12,Sfit,0.2537616483073678,0.0
1000,3,0.75,1.4142135623730951,12,Sfit,-0.027598566660378757,0.0
500,4,0.75,1.4142135623730951,12,Sfit,0.09290832240179112,0.0
1000,4,0.75,1.4142135623730951,12,Sfit,-0.10525202493711311,0.0
500,1,1.75,1.4142135623730951,12,Sfit,0.03532126146212037,0.0
1000,1,1.75,1.4142135623730951,12,Sfit,-0.0033643278578318527,0.0
500,2,1.75,1.4142135623730951,12,Sfit,-0.04962189067759169,0.0
1000,2,1.75,1.4142135623730951,12,Sfit,0.061794250067826226,0.0
500,3,1.75,1.4142135623730951,12,Sfit,0.12454664445312616,0.0
1000,3,1.75,1.4142135623730951,12,Sfit,0.08416463998570285,0.0
500,4,1.75,1.4142135623730951,12,Sfit,0.07533247730748723,0.0
1000,4,1.75,1.4142135623730951,12,Sfit,-0.16773161283570376,0.0
500,1,0.75,1.0,13,Sfit,-0.020005160158883213,0.0
1000,1,0.75,1.0,13,Sfit,0.10831881606642614,0.0
500,2,0.75,1.0,13,Sfit,-0.03319386716114221,0.0
1000,2,0.75,1.0,13,Sfit,-0.028935253548439947,0.0
500,3,0.75,1.0,13,Sfit,0.26892593258756037,0.0
1000,3,0.75,1.0,13,Sfit,0.10850233195326019,0.0
500,4,0.75,1.0,13,Sfit,-0.0037643932325967925,0.0
1000,4,0.75,1.0,13,Sfit,-0.05533865655529016,0.0
500,1,1.75,1.0,13,Sfit,-0.0738761365102424,0.0
1000,1,1.75,1.0,13,Sfit,-0.00893742448834631,0.0
500,2,1.75,1.0,13,Sfit,-0.10928787483348859,0.0
1000,2,1.75,1.0,13,Sfit,0.15901403338458667,0.0
